Cdk9as_3MBPP1r2_pr_counts	Cdk9as_3MBPP1r2gb_counts	Cdk9as_3MBPP1r2term_counts	Cdk9as_3MBPP1r2pr_map	Cdk9as_3MBPP1r2gb_map	Cdk9as_3MBPP1r2term_map	Cdk9as_3MBPP1r2pr_density	Cdk9as_3MBPP1r2pr_densityRPKM	Cdk9as_3MBPP1r2gb_density	Cdk9as_3MBPP1r2gb_densityRPKM	Cdk9as_3MBPP1r2pause_index_CI_low	Cdk9as_3MBPP1r2pause_index_CI_high	Cdk9as_3MBPP1r2pause_index_scaled	Cdk9as_3MBPP1r2pause_index_CI_low_scaled	Cdk9as_3MBPP1r2pause_index_CI_high_scaled	Cdk9as_3MBPP1r2_ExpPR	Cdk9as_3MBPP1r2_ExpGB	Cdk9as_3MBPP1r2Fexact_Pval
SPNCRNA.658	0	11	1	100	737	300	0	0	0.0149253731343284	1.21233947437267	0.00843437698064696	0.473726222726494	0	0.0621613583473681	3.49136226149426	1	99	1
SPAC227.14	0	278	17	100	2392	300	0	0	0.116220735785953	9.44023204417445	0.000327205092150258	0.0172838067828005	0	0.00782674580423417	0.413428658244588	10	90	1
SPAC227.15	91	2030	175	100	3140	300	0.91	73.9163377525015	0.646496815286624	52.5128318182886	0.036121445273074	0.0555694929916685	1.40758620689655	1.13421338157452	1.74488207993839	74	117	1
SPNCRNA.659	526	9142	17	100	1709	300	5.26	427.252677558415	5.34932709186659	434.508426451667	0.052642438612464	0.0628808645153038	0.983301246991906	0.89965927588701	1.07463397456654	527	99	1
SPSNORNA.05	355	439	3582	100	32	300	3.55	288.354943979539	13.71875	1114.32940499135	0.701360970852276	0.9323295272323	0.25876993166287	0.224435510672728	0.298345448714336	424	31	1
SPAC227.18	51	3826	94	100	1503	300	0.51	41.425639839314	2.5455755156354	206.76881273429	0.0100070266745241	0.0177073610491295	0.200347621536853	0.150405610918098	0.266141636568416	108	43	1
SPAC2F7.04	9	465	13	100	1900	300	0.09	7.31040703046718	0.244736842105263	19.8791770126739	0.00938126032438503	0.0384704572975034	0.367741935483871	0.178243946163316	0.730938688652565	21	88	1
SPNCRNA.552	39	620	26	100	1515	300	0.39	31.6784304653578	0.409240924092409	33.2413080960004	0.0448704516790133	0.0878309404730046	0.952983870967742	0.679787342937051	1.33063874816602	40	99	1
SPNCRNA.660	39	690	16	100	2062	300	0.39	31.6784304653578	0.33462657613967	27.1806274976956	0.0403601143754081	0.0788377636586929	1.16547826086957	0.832225558420916	1.62563468664225	34	105	1
SPNCRNA.661	19	367	3	100	910	300	0.19	15.433081508764	0.403296703296703	32.7584783904939	0.0316878924904613	0.0835814528566181	0.471117166212534	0.288359821663198	0.760591220995225	34	85	1
SPAC2F7.10	16	1010	40	100	2628	300	0.16	12.996279165275	0.384322678843227	31.2172801487056	0.00933598126045221	0.0264609410393962	0.416316831683168	0.245349587524684	0.695393530515332	32	84	1
SPNCRNA.154	82	939	571	100	624	300	0.82	66.6059307220343	1.50480769230769	122.230630370525	0.0692113676259171	0.110042643473079	0.544920127795527	0.431878933985722	0.686666095272013	109	73	1
SPAC2F7.11	82	5032	188	100	3566	300	0.82	66.6059307220343	1.41110487941671	114.619455902383	0.0130171137908727	0.0203727911123774	0.58110492845787	0.464190277782521	0.726493731067379	106	76	1
SPAC2F7.15	8	612	37	100	962	300	0.08	6.49813958263749	0.636174636174636	51.6743948099551	0.00604828881709342	0.0270185810869296	0.125751633986928	0.0581845384204387	0.259918750056262	41	67	1
SPAC2F7.17	2	146	2	100	2126	300	0.02	1.62453489565937	0.0686735653809972	5.57813016853877	0.00234960415193459	0.0559423611378487	0.291232876712329	0.0499525842701294	1.18933459779066	6	96	1
SPNCRNA.155	2	6	2	100	751	300	0.02	1.62453489565937	0.00798934753661784	0.648948693339297	0.0466205767516236	1.81092198049589	2.50333333333333	0.350120531404693	13.6000240735241	0	102	1
SPAC13A11.03	14	813	42	100	1299	300	0.14	11.3717442696156	0.625866050808314	50.8370619773314	0.00975262832737201	0.0298268195259282	0.223690036900369	0.126686641972562	0.387450385641808	43	71	1
SPAC13A11.05	82	2663	70	100	1914	300	0.82	66.6059307220343	1.39132706374086	113.012968316116	0.0245571823682288	0.0385593814626717	0.589365377393917	0.470024470527899	0.738026561195536	105	77	1
SPAC13A11.06	5	110	18	100	2110	300	0.05	4.06133723914843	0.0521327014218009	4.23456963323533	0.0163799978958548	0.115447449987087	0.959090909090909	0.345617955602536	2.43594119472753	5	100	1
SPAC3H8.02	184	2659	144	100	1885	300	1.84	149.457210400662	1.4106100795756	114.57926492197	0.0594193651918401	0.0805571526232018	1.30440015043249	1.12005503386619	1.51850232694735	166	118	1
SPAC3H8.03	38	909	91	100	1248	300	0.38	30.8661630175281	0.728365384615385	59.1627492049026	0.0297861380622177	0.0584246296633277	0.521716171617162	0.371731003016476	0.72913937819833	58	80	1
SPAC3H8.04	13	1541	161	100	1486	300	0.13	10.5594768217859	1.03701211305518	84.2331182439803	0.00468007257025099	0.0148818167689978	0.125360155743024	0.0695458783939297	0.221143797187308	57	56	1
SPNCRNA.156	3	2	205	100	367	300	0.03	2.43680234348906	0.00544959128065395	0.44265256012517	0.205434456268421	12.7771333780473	5.505	0.753944454505104	46.8920794974335	0	103	1
SPAC3H8.06	93	2570	188	100	2157	300	0.93	75.5408726481608	1.19146963375058	96.7791998573154	0.0292551798757153	0.0447117046719343	0.780548638132296	0.631034229919179	0.964431469773623	104	89	1
SPNCRNA.666	2	235	27	100	1793	300	0.02	1.62453489565937	0.13106525376464	10.6460039174555	0.00146516086515093	0.0345925103596693	0.152595744680851	0.0262703343121561	0.620243710748871	11	91	1
SPAC3H8.10	336	2749	171	100	1535	300	3.36	272.921862470775	1.79087947882736	145.467310363766	0.108953198340241	0.137095749603543	1.87617315387414	1.6724315945227	2.10441975641438	279	157	0.00012718334966353
SPAC1F3.01	66	888	11	100	2291	300	0.66	53.6096515567593	0.38760366652117	31.4837840974579	0.057396471846492	0.0960718678707447	1.70277027027027	1.31495317000313	2.20100649291876	46	120	1
SPAC1F3.03	28	2081	16	100	4680	300	0.28	22.7434885392312	0.44465811965812	36.1181316011448	0.00908904599996358	0.0197838134369626	0.629697260932244	0.425367352798295	0.925882468849851	39	89	1
SPAC1F3.05	31	1292	38	100	2085	300	0.31	25.1802908827203	0.619664268585132	50.3333113954894	0.0165104438754974	0.0346679913693438	0.500270897832817	0.34424275480412	0.722827620050818	50	81	1
SPNCRNA.668	82	121	9	100	454	300	0.82	66.6059307220343	0.266519823788546	21.648537706474	0.507111033863499	0.905124236534926	3.07669421487603	2.30228409374028	4.10926403386857	38	144	3.91175691970084e-06
SPAC1F3.09	0	1487	93	100	3107	300	0	0	0.478596717090441	38.8748533930719	6.11324028414935e-05	0.00322271444669546	0	0.0018993837562852	0.100129737858828	32	68	1
SPAC1D4.01	27	498	3	100	1689	300	0.27	21.9312210914015	0.294849023090586	23.9496263480867	0.0360538700656576	0.080960963239884	0.915722891566265	0.608949865408956	1.36743066912164	28	99	1
SPAC1D4.04	110	3289	76	100	1676	300	1.1	89.3494192612655	1.96241050119332	159.400216939847	0.0275246529040054	0.0406037316704879	0.560535117056856	0.46131318267113	0.680518542797377	139	71	1
SPAC1D4.08	185	1732	68	100	1557	300	1.85	150.269477848492	1.11239563262685	90.3562761490698	0.091509785651322	0.124628831830751	1.66307736720554	1.42480736259108	1.9404709116048	150	135	0.25749955719729
SPAC1D4.10	1	614	8	100	2960	300	0.01	0.812267447829686	0.207432432432432	16.8490612488996	8.48913344672916e-05	0.0106030339109324	0.0482084690553746	0.00251278350023183	0.313849803763599	17	84	1
SPNCRNA.671	7	536	12	100	3579	300	0.07	5.6858721348078	0.149762503492596	12.1647206492515	0.00569261761763858	0.0283713630548989	0.46740671641791	0.203738784535285	1.01541108373483	13	94	1
SPAC1D4.12	24	1306	17	100	3093	300	0.24	19.4944187479125	0.422243776268995	34.2974874511985	0.0119950697840044	0.0279144486390141	0.568392036753446	0.371007508419257	0.863393896404706	36	88	1
SPAC1D4.13	8	431	1	100	1672	300	0.08	6.49813958263749	0.257775119617225	20.9382338525475	0.00857062296822365	0.0384491835685652	0.310348027842227	0.143300816028699	0.642870349266411	22	86	1
SPAC1D4.14	82	1538	44	100	5032	300	0.82	66.6059307220343	0.305643879173291	24.8264573680854	0.0424137376092946	0.0669327843557641	2.68286085825748	2.13425927649971	3.36805770878205	42	140	1.52365018528196e-06
SPNCRNA.158	4	31	21	100	689	300	0.04	3.24906979131875	0.0449927431059507	3.65461406135273	0.0386981194862039	0.382738982869067	0.889032258064516	0.266630043259945	2.63707159196787	4	100	1
SPAC22F3.12c	2	2061	74	100	2622	300	0.02	1.62453489565937	0.78604118993135	63.8475671234548	0.000167965437486331	0.00391740889036594	0.0254439592430859	0.00440405377089159	0.102714461105395	44	58	1
SPAC22F3.11c	7	94	76	100	691	300	0.07	5.6858721348078	0.136034732272069	11.0496584798829	0.0316821700699697	0.166062434601737	0.514574468085106	0.218923795183491	1.147491423098	12	95	1
SPAC22F3.10c	42	2251	118	100	2307	300	0.42	34.1152328088468	0.975726051148678	79.2550509347475	0.0135753225089236	0.0255508181067062	0.430448689471346	0.313182690280868	0.589457373721713	70	72	1
SPAC22F3.09c	45	1169	24	100	2443	300	0.45	36.5520351523359	0.478510028653295	38.8678119735122	0.0282380622399778	0.0523047425927783	0.940419161676647	0.689855860522658	1.27780486154157	46	99	1
SPAC22F3.08c	6	663	16	100	1570	300	0.06	4.87360468697812	0.422292993630573	34.3014852172664	0.00366431959652443	0.0208642245997807	0.142081447963801	0.0575298176654336	0.327568326216556	31	75	1
SPAC22F3.07c	31	420	306	100	407	300	0.31	25.1802908827203	1.03194103194103	83.8212108325475	0.0503267305958024	0.107642837996759	0.300404761904762	0.204829793524916	0.438106350646811	66	65	1
SPAC22F3.15	34	121	29	100	431	300	0.34	27.6170932262093	0.280742459396752	22.8037960991629	0.188520151174036	0.417086666507159	1.21107438016529	0.812521851560095	1.79764353264585	29	105	1
SPAC22F3.06c	223	3227	96	100	3193	300	2.23	181.13564086602	1.01064829314125	82.0916709723269	0.0601880332106118	0.0793189100605646	2.20650449333746	1.92180390041483	2.53265279823383	162	161	1.22808375226745e-07
SPAC22F3.05c	42	888	4	100	5543	264	0.42	34.1152328088468	0.160202056648025	13.0126915690558	0.0342568825589607	0.0650663904525208	2.62168918918919	1.89885900024319	3.60663002278323	19	123	0.00811374700479414
SPAC22F3.03c	6	524	5	100	4143	300	0.06	4.87360468697812	0.126478397296645	10.2734284977735	0.00463151318203593	0.0264286419559254	0.474389312977099	0.191883591131748	1.09493863623399	11	95	1
SPAC1296.02	23	1974	135	100	937	300	0.23	18.6821513000828	2.10672358591249	171.122299041174	0.00754276631201792	0.0178347603845699	0.109174265450861	0.0706757203436079	0.16711170480342	83	40	1
SPAC1296.04	5	465	47	100	1425	300	0.05	4.06133723914843	0.326315789473684	26.5055693502319	0.00393850023506947	0.0268223378414654	0.153225806451613	0.05612362834974	0.382218314240882	25	80	1
SPAC1296.06	43	941	29	100	1968	300	0.43	34.9275002566765	0.478150406504065	38.8386010369784	0.033235766676075	0.0626090606905992	0.899298618490967	0.654079888185155	1.23214631439099	46	97	1
SPAPJ696.02	103	5000	153	100	1504	300	1.03	83.6635471264577	3.32446808510638	270.035720688061	0.0168621204675026	0.0251426516715234	0.309824	0.25360629183124	0.378145481139712	156	47	1
SPAC22G7.02	145	1977	42	100	3254	300	1.45	117.778779935305	0.607559926244622	49.3501150694312	0.0617285537790165	0.0870960061965564	2.38659585230147	2.0086471399692	2.83410404163594	92	153	1.9667086011763e-07
SPAC22G7.03	13	89	80	100	632	300	0.13	10.5594768217859	0.140822784810127	11.4385764013991	0.0779251733724382	0.268424338076757	0.92314606741573	0.492487095713809	1.69644181664511	13	100	1
SPAC22G7.04	36	1562	79	100	3582	300	0.36	29.2416281218687	0.43606923506421	35.4204844642649	0.0163151127096126	0.0324076778649683	0.825556978233035	0.584407337258322	1.16084302112317	41	95	1
SPAC22G7.05	43	1153	33	100	1801	300	0.43	34.9275002566765	0.640199888950583	52.0013529898739	0.0271602111176747	0.0510297333177727	0.671665221162186	0.489155402229321	0.919045497053087	55	88	1
SPAC22G7.08	25	729	83	100	2163	300	0.25	20.3066861957422	0.337031900138696	27.3760041362849	0.0225147816817967	0.051820718155462	0.741769547325103	0.486994727777264	1.12088213370264	31	94	1
SPAC22G7.10	75	1198	59	100	1816	300	0.75	60.9200585872265	0.659691629955947	53.5846036618923	0.0492166797595152	0.0795148839978252	1.13689482470785	0.893774904432795	1.4439902934005	69	106	1
SPNCRNA.679	1	18	1	100	1696	300	0.01	0.812267447829686	0.0106132075471698	0.862076300762639	0.00276112751307903	0.390963955466763	0.942222222222222	0.0468287226218203	6.63074868471631	1	100	1
SPNCRNA.680	6	231	127	100	1675	300	0.06	4.87360468697812	0.137910447761194	11.2020167432034	0.010440388181366	0.0603604089448449	0.435064935064935	0.17487650203788	1.01103684982615	12	94	1
SPAC4G8.04	16	1254	56	100	2585	300	0.16	12.996279165275	0.485106382978723	39.4036123628018	0.00752551662571824	0.0212944148083527	0.329824561403509	0.194534604774817	0.550460622795918	37	79	1
SPAC4G8.05	457	1628	23	100	1927	300	4.57	371.206223658167	0.844836533471718	68.6233214876352	0.252693781229738	0.311812234988724	5.40933046683047	4.86940916429705	6.00862176823271	255	302	3.02055589373111e-57
SPNCRNA.159	15	139	86	100	496	300	0.15	12.1840117174453	0.280241935483871	22.7631401710335	0.060911433011655	0.188072341840138	0.535251798561151	0.302120707737809	0.932838815527083	25	90	1
SPNCRNA.681	15	160	125	100	673	300	0.15	12.1840117174453	0.237741456166419	19.310964584361	0.0531127967639372	0.162760025948579	0.6309375	0.357449122221297	1.09537497463394	22	93	1
SPAC4G8.08	35	393	208	100	1117	300	0.35	28.429360674039	0.35183527305282	28.5784339299075	0.0620139327702882	0.127305778582973	0.994783715012723	0.692695629044119	1.42200554677181	35	100	1
SPAC4G8.09	22	542	172	100	2722	300	0.22	17.8698838522531	0.199118295371051	16.1737309597241	0.0258393030643995	0.063152830183571	1.10487084870849	0.703345829412955	1.7190200375968	20	102	1
SPAC4G8.10	22	391	29	100	1859	300	0.22	17.8698838522531	0.210328133405056	17.0842696127707	0.035695112002486	0.0878510403346678	1.04598465473146	0.663572132126214	1.63315083982147	21	101	1
SPNCRNA.684	5	15	46	100	245	300	0.05	4.06133723914843	0.0612244897959184	4.97306600712053	0.106112211331668	0.976735634575153	0.816666666666667	0.259974917762587	2.39300230470912	6	99	1
SPNCRNA.685	17	84	22	100	571	300	0.17	13.8085466131047	0.147110332749562	11.9492934531863	0.11590574415591	0.348924827173817	1.15559523809524	0.661821799130248	1.9923607631625	15	102	1
SPNCRNA.686	0	17	34	100	1423	300	0	0	0.0119465917076599	0.970382755664418	0.00541762860743838	0.297388981119444	0	0.0770928550838482	4.23184520132968	1	99	1
SPAC16C9.03	148	2138	176	100	1610	300	1.48	120.215582278794	1.32795031055901	107.86508096024	0.0583852260989982	0.0820301317084388	1.11449953227315	0.940002140193872	1.32068512050587	141	107	1
SPAC16C9.05	79	820	70	100	1374	300	0.79	64.1691283785452	0.596797671033479	48.4759321121065	0.0759366463460349	0.122064138611184	1.32373170731707	1.04336952079452	1.67716126451767	66	113	1
SPAC16C9.07	17	1009	118	100	2860	300	0.17	13.8085466131047	0.352797202797203	28.6565683517536	0.0100960142940811	0.0277161423277315	0.481863230921705	0.288746008810718	0.792681670573122	30	87	1
SPAC2G11.02	89	2214	38	100	4070	300	0.89	72.2918028568421	0.543980343980344	44.1857525674429	0.0323272134848244	0.0499285984831149	1.63608852755194	1.31571758883235	2.03209395826278	66	123	1
SPAC2G11.04	6	284	25	100	1073	300	0.06	4.87360468697812	0.264678471575023	21.4989706601706	0.00850976265213069	0.0489846727521461	0.22669014084507	0.0913097532573623	0.525605538630528	22	84	1
SPAC2G11.06	20	822	31	100	1550	300	0.2	16.2453489565937	0.530322580645161	43.0763769107098	0.0151869520854352	0.038546535828336	0.37712895377129	0.235397757324245	0.597471305339209	41	79	1
SPAC2G11.09	73	4142	171	100	2677	300	0.73	59.2955236915671	1.54725438924169	125.678437389263	0.0138822893630245	0.0223394414272359	0.471803476581362	0.371628886248166	0.598026847007106	105	68	1
SPNCRNA.689	23	39	6	100	1558	300	0.23	18.6821513000828	0.0250320924261874	2.03327538288561	0.341350995292811	1.01404623548539	9.18820512820513	5.318248506662	15.7988403488624	3	120	2.30585553657873e-08
SPNCRNA.690	14	170	2	100	2217	300	0.14	11.3717442696156	0.076680198466396	6.22848291073733	0.045805997552698	0.145343511394927	1.82576470588235	1.01551896574332	3.22226564762554	8	106	1
SPAC2G11.12	18	1740	77	100	3958	300	0.18	14.6208140609344	0.439615967660435	35.7085740076719	0.0063053780751622	0.0167493297666668	0.409448275862069	0.24956686421492	0.662938472164674	36	82	1
SPAC2G11.13	40	820	567	100	1781	300	0.4	32.4906979131875	0.460415496911847	37.3980520617823	0.0350302418995548	0.0676647833727806	0.868780487804878	0.623888608231071	1.20510979186922	44	96	1
SPAC2G11.14	79	2158	47	100	3125	300	0.79	64.1691283785452	0.69056	56.0919408773268	0.0290482232885014	0.0460705632727198	1.14399907321594	0.907756977765669	1.43970510227249	73	106	1
SPAC521.02	100	535	18	100	683	300	1	81.2267447829686	0.783308931185944	63.6256346396606	0.150077620968139	0.232590054005321	1.27663551401869	1.02503015121239	1.58859006885634	87	113	1
SPAC521.03	113	1482	164	100	1022	300	1.13	91.7862216047546	1.45009784735812	117.78672775769	0.0626676433338829	0.0926980625096917	0.779257759784076	0.640463314872283	0.947374198849049	126	87	1
SPNCRNA.693	0	17	523	100	872	264	0	0	0.0194954128440367	1.58354892352118	0.00541762860743838	0.297388981119444	0	0.0472417214568627	2.59323191536155	1	99	1
SPAC521.05	207	2375	860	72	522	300	2.875	233.526891251035	4.54980842911877	369.56612808343	0.0754157076670706	0.100696288463253	0.631894736842105	0.546763880586262	0.730048091358585	228	51	1
SPAC23G3.01	102	6974	97	100	3563	300	1.02	82.851279678628	1.95733932079708	158.988301464054	0.0119670504846951	0.0178579157977986	0.521115572125036	0.426386008769687	0.636277539875565	133	69	1
SPAC23G3.03	7	192	128	100	1780	300	0.07	5.6858721348078	0.107865168539326	8.76153651591572	0.0157441895664126	0.0800016248152438	0.648958333333333	0.280246574282144	1.42402892171134	10	97	1
SPAC23G3.04	61	1178	85	100	1096	300	0.61	49.5483143176109	1.07481751824818	87.3039282430083	0.0396759300763089	0.0674452271799845	0.567538200339559	0.434848193636346	0.739199689892631	83	78	1
SPAC23G3.06	133	5746	248	100	1833	300	1.33	108.031570561348	3.13475177304965	254.625682227462	0.0194137425382134	0.0275793147219882	0.424276018099547	0.355853900725452	0.505528838854044	176	57	1
SPAC23G3.09	72	2039	16	100	1407	300	0.72	58.4832562437374	1.44918265813788	117.71238991647	0.0277079004055108	0.0449290113184084	0.496831780284453	0.389850158705537	0.632151189250007	101	71	1
SPAC23G3.11	93	2360	186	100	3061	300	0.93	75.5408726481608	0.770989872590657	62.6249976111748	0.03184769761363	0.0487067376392533	1.20624152542373	0.974858023953214	1.49091323913754	84	109	1
SPAC22H12.02	0	1452	50	100	2351	300	0	0	0.617609527860485	50.1664114950534	6.26062055716573e-05	0.00330044541847271	0	0.00147187189298966	0.0775934717882934	38	62	1
SPAC22H12.03	9	149	23	100	965	300	0.09	7.31040703046718	0.15440414507772	12.5417460856604	0.0288606635015989	0.121895009983637	0.582885906040268	0.278505402790429	1.1762868463421	14	95	1
SPAC1687.01	7	456	121	100	635	300	0.07	5.6858721348078	0.718110236220472	58.3297568835176	0.00668517154397455	0.0333816808113042	0.0974780701754386	0.0424508393042384	0.211973673151782	44	63	1
SPAC1687.02	18	304	41	100	2108	300	0.18	14.6208140609344	0.144212523719165	11.7139138586444	0.0356600554758191	0.0970575865768403	1.24815789473684	0.751713969430266	2.04597392503979	14	104	1
SPAC1687.04	75	773	161	100	1619	300	0.75	60.9200585872265	0.477455219271155	38.7821332410344	0.0759766310208424	0.123722576937637	1.57082794307891	1.23006165622744	2.00306852062035	56	119	1
SPAC1687.05	28	1917	49	100	2981	300	0.28	22.7434885392312	0.643072794364307	52.2347097447001	0.00986438089328873	0.0214812797335357	0.435409494001043	0.294057194428937	0.640356948856698	50	78	1
SPAC1687.08	27	12	76	100	90	300	0.27	21.9312210914015	0.133333333333333	10.8302326377292	1.09523539470534	4.6983433023009	2.025	0.985711855234807	4.22850897207081	14	113	1
SPAC1687.09	225	5150	154	100	4612	300	2.25	182.760175761679	1.11665221162186	90.702024204746	0.0381395189298481	0.0500322805496283	2.01495145631068	1.75899461304459	2.30748877894886	171	154	1.28960154537781e-05
SPAC1687.10	39	405	209	100	2041	300	0.39	31.6784304653578	0.1984321411073	16.1179968824607	0.0683230283315832	0.135191556927791	1.96540740740741	1.39447300824761	2.75925967689622	23	116	1
SPAC1687.11	149	3722	123	100	2664	300	1.49	121.027849726623	1.39714714714715	113.485714745574	0.0338642349548529	0.0472982771640318	1.06645889306824	0.902143219197282	1.26002610364981	145	104	1
