Cdk9as_3MBPP1_combined_pr_counts	Cdk9as_3MBPP1_combinedgb_counts	Cdk9as_3MBPP1_combinedterm_counts	Cdk9as_3MBPP1_combinedpr_map	Cdk9as_3MBPP1_combinedgb_map	Cdk9as_3MBPP1_combinedterm_map	Cdk9as_3MBPP1_combinedpr_density	Cdk9as_3MBPP1_combinedpr_densityRPKM	Cdk9as_3MBPP1_combinedgb_density	Cdk9as_3MBPP1_combinedgb_densityRPKM	Cdk9as_3MBPP1_combinedpause_index_CI_low	Cdk9as_3MBPP1_combinedpause_index_CI_high	Cdk9as_3MBPP1_combinedpause_index_scaled	Cdk9as_3MBPP1_combinedpause_index_CI_low_scaled	Cdk9as_3MBPP1_combinedpause_index_CI_high_scaled	Cdk9as_3MBPP1_combined_ExpPR	Cdk9as_3MBPP1_combined_ExpGB	Cdk9as_3MBPP1_combinedFexact_Pval
SPAC227.10	262	985	64	100	920	300	2.62	130.095665996955	1.07065217391304	53.1630563421013	0.231552755991589	0.305489301469457	2.44710659898477	2.13028535512262	2.810501573519	187	175	7.8733936385836e-10
SPAC227.12	35	1231	18	100	1511	300	0.35	17.379192022494	0.814692256783587	40.4534090568028	0.0200051829739319	0.0402153124159521	0.429610073111292	0.302278314736111	0.607653370605037	60	75	1
SPNCRNA.658	0	17	1	100	737	300	0	0	0.0230664857530529	1.14536252910408	0.00541762860743838	0.297388981119444	0	0.0399279228368209	2.1917567908503	2	98	1
SPAC227.14	1	438	32	100	2392	300	0.01	0.49654834349983	0.183110367892977	9.09231498549019	0.000118932548736248	0.0148776040127416	0.0546118721461187	0.00284486656577105	0.355872287984778	15	86	1
SPAC227.15	132	3445	271	100	3140	300	1.32	65.5443813419775	1.09713375796178	54.4779950113667	0.0320728252899398	0.0457458809981042	1.20313497822932	1.00708671410411	1.43642066334047	121	111	1
SPNCRNA.659	806	15113	20	100	1709	300	8.06	400.217964860863	8.84318314803979	439.106794342477	0.0496508263443895	0.0572827701247766	0.911436511612519	0.848532622225616	0.978962541432433	813	93	1
SPSNORNA.05	632	706	5992	100	32	300	6.32	313.818553091892	22.0625	1095.5097828465	0.802914669876753	0.998048044042667	0.286458923512748	0.256932694360561	0.319375374093654	700	32	1
SPAC227.18	65	6643	135	100	1503	300	0.65	32.2756423274889	4.41982701264138	219.465778168288	0.00760199526885734	0.0125702156529311	0.14706457925636	0.114257988890926	0.188930341263555	134	31	1
SPAC2F7.04	11	715	22	100	1900	300	0.11	5.46203177849813	0.376315789473684	18.6858981895989	0.00805199508788032	0.0285933486600657	0.292307692307692	0.152987906669726	0.543273624541248	30	81	1
SPNCRNA.552	56	1077	38	100	1515	300	0.56	27.8067072359905	0.710891089108911	35.2991792705819	0.0393608671222223	0.0685277857606947	0.787743732590529	0.596317136901667	1.03819595427452	64	92	1
SPNCRNA.660	56	1182	19	100	2062	300	0.56	27.8067072359905	0.573229873908826	28.4636344334044	0.0358867052907483	0.0624010016279442	0.976920473773266	0.739983863095229	1.28670865356821	56	100	1
SPNCRNA.661	28	664	6	100	910	300	0.28	13.9033536179952	0.72967032967033	36.2316593498777	0.0283258656638947	0.0623588329704825	0.383734939759036	0.257765377541442	0.56746538003139	53	75	1
SPAC2F7.10	24	1737	80	100	2628	300	0.24	11.9171602439959	0.660958904109589	32.8198048957079	0.00902751521319359	0.0209672547214372	0.363108808290155	0.237243099802727	0.55101945407937	49	75	1
SPNCRNA.154	127	1480	947	100	624	300	1.27	63.0616396244784	2.37179487179487	117.771081471113	0.0712757786969675	0.103241245498195	0.535459459459459	0.444760859069077	0.644225371908739	159	68	1
SPAC2F7.11	127	8123	298	100	3566	300	1.27	63.0616396244784	2.27790241166573	113.108866916689	0.0130670327142266	0.018693772393971	0.557530469038532	0.465970386589321	0.666619923569004	157	70	1
SPAC2F7.15	21	983	62	100	962	300	0.21	10.4275152134964	1.02182952182952	50.7387756403672	0.013505592067123	0.0334422068797564	0.205513733468973	0.129923795685723	0.321714030183256	61	60	1
SPAC2F7.17	4	266	6	100	2126	300	0.04	1.98619337399932	0.125117591721543	6.21269329120201	0.00477904128636438	0.0417278482866063	0.319699248120301	0.101602417748107	0.88713405457325	11	93	1
SPNCRNA.155	2	7	8	100	751	300	0.02	0.993096686999659	0.00932090545938748	0.462828016577737	0.0410868912536841	1.48812327873763	2.14571428571429	0.308562553315168	11.1758058233196	0	102	1
SPAC13A11.03	29	1458	67	100	1299	300	0.29	14.3999019614951	1.12240184757506	55.7326778154543	0.0135160987944022	0.0290835217413521	0.258374485596708	0.175574123339285	0.377794947420164	68	61	1
SPAC13A11.05	131	4378	106	100	1914	300	1.31	65.0478329984777	2.28735632183908	113.578299260306	0.0250475889023593	0.0357223832394031	0.572713567839196	0.479410851591156	0.683726415202175	160	71	1
SPAC13A11.06	15	176	27	100	2110	300	0.15	7.44822515249744	0.0834123222748815	4.14182504530664	0.0483924681710595	0.147619809342954	1.79829545454545	1.02108107840936	3.11477797713632	8	107	1
SPAC3H8.02	299	4411	206	100	1885	300	2.99	148.467954706449	2.34005305039788	116.194946587679	0.060183874926561	0.0763321939328613	1.2777488097937	1.13446604236567	1.43886185563444	279	120	1
SPAC3H8.03	55	1558	131	100	1248	300	0.55	27.3101588924906	1.24839743589744	61.9889678824306	0.0267142734609292	0.0465367597099689	0.440564826700899	0.333394132792397	0.580778761180412	86	69	1
SPAC3H8.04	21	2441	243	100	1486	300	0.21	10.4275152134964	1.64266487213997	81.5662521186463	0.00545464137445327	0.0134271527563954	0.127841048750512	0.0810559708243756	0.199527489960035	75	46	1
SPNCRNA.156	5	3	284	100	367	300	0.05	2.48274171749915	0.00817438692098093	0.405897828473975	0.349432395804946	8.76486238560011	6.11666666666667	1.28241689260415	32.1670449551524	0	105	1
SPAC3H8.06	137	4127	268	100	2157	300	1.37	68.0271230594767	1.91330551692165	95.0048685036531	0.0278922755216106	0.0394841308600136	0.716038284468137	0.60163638300114	0.851672702650493	155	82	1
SPNCRNA.666	3	443	47	100	1793	300	0.03	1.48964503049949	0.24707194645845	12.2683165739222	0.00174182682018723	0.0216839719580048	0.121422121896163	0.031230954885957	0.388793617207025	20	83	1
SPAC3H8.10	520	4670	268	100	1535	300	5.2	258.205138619911	3.04234527687296	151.06715075858	0.101593938951378	0.12203127272411	1.70920770877944	1.55946696290365	1.87318003631509	466	154	0.0028272724502075
SPAC1F3.01	106	1607	15	100	2291	300	1.06	52.6341244109819	0.701440419030991	34.8299078133665	0.0539127250519695	0.080631509525261	1.51117610454263	1.23514053094062	1.84726788322373	84	122	1
SPAC1F3.03	42	3559	25	100	4680	300	0.42	20.8550304269928	0.760470085470085	37.7610161221345	0.00859551960271693	0.0161425527523986	0.552289969092442	0.402270317407152	0.755471468812254	61	81	1
SPAC1F3.05	45	2300	60	100	2085	300	0.45	22.3446754574923	1.1031175059952	54.7751170287582	0.0143938435759242	0.026506846070648	0.407934782608696	0.300111638558019	0.552667740573011	76	69	1
SPNCRNA.668	126	192	19	100	454	300	1.26	62.5650912809785	0.422907488986784	20.999401311006	0.520906023551252	0.826500398231676	2.979375	2.36491334692268	3.75231180797181	67	159	2.8011815656908e-08
SPAC1F3.09	0	2413	150	100	3107	300	0	0	0.776633408432572	38.563603246382	3.76703978901442e-05	0.00198551859240696	0	0.00117041926244678	0.0616900626660842	43	57	1
SPAC1D4.01	51	936	6	100	1689	300	0.51	25.3239655184913	0.55417406749556	27.5174215225483	0.040665199041696	0.0728116012738878	0.920288461538462	0.686835211814246	1.22978794551596	53	98	1
SPAC1D4.04	137	5645	114	100	1676	300	1.37	68.0271230594767	3.368138424821	167.244355552299	0.0204073615549476	0.0288442625711281	0.406752878653676	0.342027379660922	0.483429840692107	182	55	1
SPAC1D4.08	263	2780	85	100	1557	300	2.63	130.592214340455	1.78548490687219	88.6579572851333	0.0831920227606401	0.107558399451618	1.47298920863309	1.29529979438317	1.67468427946169	232	131	1
SPAC1D4.10	1	1058	18	100	2960	300	0.01	0.49654834349983	0.357432432432432	17.7482482237439	4.9296322655554e-05	0.00614732506005296	0.0279773156899811	0.0014591711506044	0.181960821777568	26	75	1
SPNCRNA.671	25	855	25	100	3579	300	0.25	12.4137085874957	0.238893545683152	11.862219438177	0.0192169144102754	0.0441368034980185	1.04649122807018	0.687773366743755	1.57965619719408	24	101	1
SPAC1D4.12	45	2113	23	100	3093	300	0.45	22.3446754574923	0.683155512447462	33.9219738058564	0.0156635366344195	0.0288604423274185	0.658707998106957	0.484473188102596	0.892653481187053	58	87	1
SPAC1D4.13	12	803	1	100	1672	300	0.12	5.95858012199796	0.480263157894737	23.8473875496629	0.00806038443455666	0.0270420533662632	0.24986301369863	0.134769627745787	0.452143132283921	36	76	1
SPAC1D4.14	144	2663	63	100	5032	300	1.44	71.5029614639755	0.529213036565978	26.2779856665351	0.0455552785294205	0.0641505470546928	2.72102140443109	2.29234161560044	3.22805552779214	84	160	1.1924483483596e-10
SPNCRNA.158	7	54	37	100	689	300	0.07	3.47583840449881	0.0783744557329463	3.89167061668952	0.0539975623225674	0.295805932380742	0.893148148148148	0.37204320440249	2.03810287410331	7	100	1
SPAC22F3.12c	6	3642	131	100	2622	300	0.06	2.97929006099898	1.38901601830664	68.9713602984889	0.000669216616087501	0.00378495942086533	0.0431960461285008	0.0175468596738143	0.0992416360150889	61	45	1
SPAC22F3.11c	12	181	119	100	691	300	0.12	5.95858012199796	0.261939218523878	13.0065485055672	0.0352104107779283	0.121926315980487	0.458121546961326	0.243303938475484	0.842510843425163	23	89	1
SPAC22F3.10c	63	3843	198	100	2307	300	0.63	31.2825456404893	1.66579973992198	82.7150101460705	0.0126733766935069	0.0211632842453765	0.378196721311475	0.292374800319205	0.488236967540835	101	62	1
SPAC22F3.09c	83	2052	27	100	2443	300	0.83	41.2135125104859	0.839950880065493	41.7076218117745	0.0322688554888903	0.0506354367016874	0.988153021442495	0.788328139593589	1.23702371862222	83	100	1
SPAC22F3.08c	8	1212	26	100	1570	300	0.08	3.97238674799864	0.771974522292994	38.3322670268658	0.00306153310315151	0.0136078166842706	0.103630363036304	0.0480660697194787	0.213642721943048	47	61	1
SPAC22F3.07c	52	673	439	100	407	300	0.52	25.8205138619911	1.65356265356265	82.1073796499718	0.0576519837342389	0.103287071619919	0.314472511144131	0.234643573798352	0.420378381493069	94	58	1
SPAC22F3.15	59	211	50	100	431	300	0.59	29.2963522664899	0.489559164733179	24.308979229342	0.207270918770773	0.376542936174733	1.20516587677725	0.893337659902033	1.6229000549131	52	107	1
SPAC22F3.06c	375	5866	151	100	3193	300	3.75	186.205628812436	1.83714375195741	91.2230686805512	0.0575076913778945	0.0710550918495395	2.04121206955336	1.83622058569617	2.2687890827558	307	168	2.10807477252591e-07
SPAC22F3.05c	67	1481	5	100	5543	264	0.67	33.2687390144886	0.267183835468158	13.2669690911645	0.0351308402829762	0.0581533691565384	2.50763673193788	1.94730247688537	3.22344125234692	35	132	0.000194751775961358
SPAC22F3.03c	10	809	7	100	4143	300	0.1	4.9654834349983	0.195269128650736	9.69605623681782	0.00625538938046115	0.0236578236069846	0.512113720642769	0.259160782032506	0.980143632037373	17	93	1
SPAC1296.02	37	3344	192	100	937	300	0.37	18.3722887094937	3.56883671291355	177.20999580186	0.00788721438835557	0.0154529542158203	0.10367523923445	0.0739031988188917	0.144794181002236	107	30	1
SPAC1296.04	9	695	80	100	1425	300	0.09	4.46893509149847	0.487719298245614	24.2176209636759	0.00629089396169856	0.0256777945354605	0.184532374100719	0.0896452389542045	0.365908572130312	35	74	1
SPAC1296.06	74	1459	48	100	1968	300	0.74	36.7445774189874	0.741361788617886	36.8121968072282	0.0398620011089295	0.0644358832800906	0.998163125428375	0.784484181823733	1.26809818295218	74	100	1
SPAPJ696.02	176	7906	198	100	1504	300	1.76	87.39250845597	5.25664893617021	261.018032161546	0.0191157347561099	0.0259141831228076	0.334814065266886	0.287500650731893	0.389749314167026	231	45	1
SPAC22G7.02	202	3334	73	100	3254	300	2.02	100.302765386966	1.02458512599877	50.8756047089254	0.0524259625494598	0.0699969997027923	1.97152969406119	1.70594082135942	2.27770237032886	152	150	0.000104257739663815
SPAC22G7.03	27	153	124	100	632	300	0.27	13.4068052744954	0.242088607594937	12.0208697081446	0.114637040470862	0.269910642380505	1.11529411764706	0.724506095775845	1.70583525984479	24	103	1
SPAC22G7.04	42	2637	145	100	3582	300	0.42	20.8550304269928	0.736180904522613	36.554940865691	0.0115932261928103	0.0218011364570922	0.570511945392491	0.415269362226465	0.780916707893041	60	82	1
SPAC22G7.05	79	2366	50	100	1801	300	0.79	39.2273191364865	1.31371460299833	65.2322809950359	0.0265042254780563	0.0420049344020465	0.601348267117498	0.477341100859794	0.756508868580857	101	78	1
SPAC22G7.08	37	1152	141	100	2163	300	0.37	18.3722887094937	0.532593619972261	26.4458479755804	0.0228131910681797	0.0450192200149809	0.694713541666667	0.493449322804727	0.973765728924037	47	90	1
SPAC22G7.10	105	2118	87	100	1816	300	1.05	52.1375760674821	1.16629955947137	57.9124114280088	0.0405441414000795	0.0605627271473718	0.90028328611898	0.736281607825444	1.09981912499627	110	95	1
SPNCRNA.679	2	31	3	100	1696	300	0.02	0.993096686999659	0.0182783018867925	0.90760605238766	0.0106801732844829	0.275851694734321	1.0941935483871	0.181135738904829	4.67844474269408	1	101	1
SPNCRNA.680	12	437	232	100	1675	300	0.12	5.95858012199796	0.26089552238806	12.9547239468314	0.0147548739998988	0.0498882067081471	0.459954233409611	0.247144139498305	0.835627462361465	23	89	1
SPAC4G8.04	20	2199	83	100	2585	300	0.2	9.93096686999659	0.850676982591876	42.2402246559429	0.00569727720722341	0.0143563220501399	0.235106866757617	0.147274615806725	0.371110924996117	55	65	1
SPAC4G8.05	770	2808	34	100	1927	300	7.7	382.342224494869	1.45718733783083	72.3563958768823	0.252993112620849	0.297209077476115	5.28415242165242	4.87517728020376	5.72721892296474	515	355	1.18262998277523e-66
SPNCRNA.159	24	276	161	100	496	300	0.24	11.9171602439959	0.556451612903226	27.6305126624905	0.0559498575392415	0.134042995451102	0.431304347826087	0.277511293394638	0.664853257437464	44	80	1
SPNCRNA.681	24	314	258	100	673	300	0.24	11.9171602439959	0.466567607726597	23.167337274732	0.0492858832680792	0.117559059298277	0.514394904458599	0.331693994394173	0.791172469077406	39	85	1
SPAC4G8.08	56	675	321	100	1117	300	0.56	27.8067072359905	0.604297224709042	30.0062785910819	0.0625426861313478	0.109798705475408	0.926696296296296	0.698601804087155	1.2264515401603	58	98	1
SPAC4G8.09	36	908	268	100	2722	300	0.36	17.8757403659939	0.333578251285819	16.5637728103543	0.0279866060706629	0.0559108376478982	1.07920704845815	0.761795417243444	1.52189300077579	34	102	1
SPAC4G8.10	31	705	33	100	1859	300	0.31	15.3929986484947	0.379236148466918	18.8309081316503	0.0301458467268733	0.0637725640166228	0.817432624113475	0.560411290652575	1.18553196506902	36	95	1
SPNCRNA.684	9	37	82	100	245	300	0.09	4.46893509149847	0.151020408163265	7.49889335081375	0.109412337320634	0.523875714264458	0.595945945945946	0.268060226435553	1.28349549994792	14	95	1
SPNCRNA.685	24	120	29	100	571	300	0.24	11.9171602439959	0.21015761821366	10.4353417197863	0.125794208755775	0.315586714127983	1.142	0.718284931995476	1.80200013767078	21	103	1
SPNCRNA.686	0	35	60	100	1423	300	0	0	0.0245959241040056	1.22130653706915	0.00261349347422073	0.140450384980723	0	0.037190012138161	1.99860897827568	2	98	1
SPAC16C9.03	197	3836	250	100	1610	300	1.97	97.8200236694664	2.38260869565217	118.308040103438	0.044383565294561	0.0594019826125126	0.826824817518248	0.714575401242432	0.956371920061453	209	88	1
SPAC16C9.05	148	1408	122	100	1374	300	1.48	73.4891548379748	1.02474526928675	50.8835565973625	0.0884011526662488	0.12492049893133	1.44426136363636	1.21463183763426	1.71640765531647	125	123	1
SPAC16C9.07	26	1836	173	100	2860	300	0.26	12.9102569309956	0.641958041958042	31.876320233066	0.00941633751804515	0.021136298301463	0.405010893246187	0.269307253016091	0.604498131421843	49	77	1
SPAC2G11.02	113	3772	45	100	4070	300	1.13	56.1099628154807	0.926781326781327	46.0191732599842	0.0247287558910088	0.036262309596346	1.21927359490986	1.00646036476406	1.47587600057128	102	111	1
SPAC2G11.04	8	503	35	100	1073	300	0.08	3.97238674799864	0.468779123951538	23.2771497465437	0.00735113109376988	0.0329106643030736	0.17065606361829	0.0788776366361508	0.35313142797198	34	74	1
SPAC2G11.06	46	1415	55	100	1550	300	0.46	22.8412238009922	0.912903225806452	45.3300584549844	0.0239529989723653	0.043980955470295	0.503886925795053	0.371271484071662	0.681704809789573	69	77	1
SPAC2G11.09	105	6833	261	100	2677	300	1.05	52.1375760674821	2.55248412401942	126.743176359146	0.0126096057167378	0.0187091363457102	0.411363968974096	0.33755914503707	0.500843579974663	147	58	1
SPNCRNA.689	42	67	12	100	1558	300	0.42	20.8550304269928	0.0430038510911425	2.13534910234201	0.41866390491115	0.936947561095169	9.7665671641791	6.52278363851571	14.5976430018627	5	137	6.7829212303469e-17
SPNCRNA.690	23	307	5	100	2217	300	0.23	11.4206119004961	0.138475417230492	6.87597390412484	0.0478442521439424	0.116284982563305	1.66094462540717	1.0607070700312	2.57803806342847	14	109	1
SPAC2G11.12	25	3093	113	100	3958	300	0.25	12.4137085874957	0.781455280444669	38.8030325023995	0.00533561832810545	0.0121460137327797	0.319915939217588	0.211183773426414	0.48073922354342	54	71	1
SPAC2G11.13	50	1346	735	100	1781	300	0.5	24.8274171749915	0.755755193711398	37.5268989528788	0.0277089368547012	0.0496612640794095	0.661589895988113	0.493496165382229	0.884467113254284	64	86	1
SPAC2G11.14	102	3754	67	100	3125	300	1.02	50.6479310369826	1.20128	59.6493594079475	0.0222038727125427	0.0332175239216996	0.849094299413958	0.693871022266958	1.03804762255311	110	92	1
SPAC521.02	171	946	33	100	683	300	1.71	84.9097667384709	1.38506588579795	68.7752171231096	0.153061215184477	0.213389145129581	1.23459830866808	1.04540809970997	1.45744786123504	157	114	1
SPAC521.03	182	2329	256	100	1022	300	1.82	90.371798516969	2.27886497064579	113.156662623396	0.0670006155377718	0.0911079549795562	0.798643194504079	0.684746290796028	0.931123299891064	195	87	1
SPNCRNA.693	0	36	877	100	872	264	0	0	0.0412844036697248	2.04997022545801	0.00254044356681343	0.136449384104687	0	0.0221526679026131	1.18983862939287	3	97	1
SPAC521.05	311	3929	1224	72	522	300	4.31944444444444	214.481298372843	7.52681992337165	373.742996477171	0.0704001990757523	0.0889831158654819	0.573873759226266	0.510401443299204	0.645127590024744	338	45	1
SPAC23G3.01	155	11783	132	100	3563	300	1.55	76.9649932424736	3.30704462531575	164.210753058055	0.0111891769332448	0.0154571915778203	0.468696427055928	0.398670374131512	0.550739735917736	195	60	1
SPAC23G3.03	10	295	192	100	1780	300	0.1	4.9654834349983	0.165730337078652	8.22931243440729	0.0170317443324656	0.0653705749665353	0.603389830508475	0.303165049117888	1.16359623440433	15	95	1
SPAC23G3.04	101	2271	127	100	1096	300	1.01	50.1513826934828	2.0720802919708	102.888803657675	0.0362435579548141	0.0545204690413404	0.487432848965214	0.397229395184763	0.597544340693091	135	66	1
SPAC23G3.06	191	9578	376	100	1833	300	1.91	94.8407336084675	5.2253136933988	259.462085872415	0.0172333185399931	0.0230667283183822	0.3655282940071	0.315886728838074	0.422813130075946	244	47	1
SPAC23G3.09	85	3520	29	100	1407	300	0.85	42.2066091974855	2.50177683013504	124.225314080981	0.0193521824733234	0.0300936094800926	0.339758522727273	0.272285207399661	0.423417085384903	132	53	1
SPAC23G3.11	141	4303	280	100	3061	300	1.41	70.013316433476	1.40574975498203	69.8022712211619	0.0276035998024398	0.0388754440224285	1.00302347199628	0.844946189952684	1.18997734152654	140	101	1
SPAC22H12.02	2	2363	90	100	2351	300	0.02	0.993096686999659	1.00510421097405	49.908283100387	0.0001465118906829	0.00341636486716199	0.0198984341938214	0.00344449454995499	0.0803187380269785	51	51	1
SPAC22H12.03	13	273	38	100	965	300	0.13	6.45512846549778	0.282901554404145	14.0474298212905	0.0261179490689767	0.085005268414887	0.45952380952381	0.252038208515625	0.82030084020366	24	89	1
SPAC1687.01	9	829	197	100	635	300	0.09	4.46893509149847	1.30551181102362	64.8249727183242	0.00527794206211645	0.0215103909068543	0.0689384800965018	0.0335149320944394	0.136590982258525	61	48	1
SPAC1687.02	31	464	66	100	2108	300	0.31	15.3929986484947	0.22011385199241	10.9297168588198	0.0456123744528194	0.0973091105134647	1.40836206896552	0.961508853465433	2.05127604962384	23	108	1
SPAC1687.04	131	1383	287	100	1619	300	1.31	65.0478329984777	0.854231006794318	42.416699138991	0.0788475849211286	0.113719717812327	1.53354302241504	1.27654239987307	1.84112223138157	106	125	1
SPAC1687.05	55	3382	83	100	2981	300	0.55	27.3101588924906	1.13451861791345	56.3343340394641	0.0123388963321553	0.0213816008860378	0.484787108219988	0.367822499661549	0.637385522412788	82	73	1
SPAC1687.08	42	16	117	100	90	300	0.42	20.8550304269928	0.177777777777778	8.82752610666364	1.43243347249336	4.86630494628663	2.3625	1.28919012524403	4.37967445165796	21	121	1
