Isk1as_3MBPP1r2_pr_counts	Isk1as_3MBPP1r2gb_counts	Isk1as_3MBPP1r2term_counts	Isk1as_3MBPP1r2pr_map	Isk1as_3MBPP1r2gb_map	Isk1as_3MBPP1r2term_map	Isk1as_3MBPP1r2pr_density	Isk1as_3MBPP1r2pr_densityRPKM	Isk1as_3MBPP1r2gb_density	Isk1as_3MBPP1r2gb_densityRPKM	Isk1as_3MBPP1r2pause_index_CI_low	Isk1as_3MBPP1r2pause_index_CI_high	Isk1as_3MBPP1r2pause_index_scaled	Isk1as_3MBPP1r2pause_index_CI_low_scaled	Isk1as_3MBPP1r2pause_index_CI_high_scaled	Isk1as_3MBPP1r2_ExpPR	Isk1as_3MBPP1r2_ExpGB	Isk1as_3MBPP1r2Fexact_Pval
SPNCRNA.659	305	2430	4	100	1709	300	3.05	1478.31553457586	1.42188414277355	689.178169386631	0.111218513343407	0.141623362126369	2.14504115226337	1.90072439303883	2.42034325873964	237	168	1.02108620763587e-07
SPSNORNA.05	230	139	599	100	32	300	2.3	1114.79532115557	4.34375	2105.38790272587	1.33349954243018	2.05383808815741	0.529496402877698	0.426719853577658	0.657228188210373	268	62	1
SPAC227.18	39	459	58	100	1503	300	0.39	189.030510978553	0.305389221556886	148.020206662156	0.0603943007908426	0.11906747098942	1.27705882352941	0.907726340886365	1.78958408897099	32	107	1
SPAC2F7.04	2	86	13	100	1900	300	0.02	9.6938723578745	0.0452631578947368	21.9387637572949	0.00396193596728247	0.0957979398389724	0.441860465116279	0.0752767833783669	1.82016085694048	4	98	1
SPNCRNA.552	12	87	13	100	1515	300	0.12	58.163234147247	0.0574257425742574	27.8338909285505	0.0717354248113673	0.259314174413681	2.08965517241379	1.08679168589222	3.92860974236727	6	106	1
SPNCRNA.660	12	116	10	100	2062	300	0.12	58.163234147247	0.0562560620756547	27.2669542559031	0.0543419157021904	0.192447415095785	2.13310344827586	1.12053030177917	3.96826569927509	5	107	1
SPNCRNA.661	8	61	1	100	910	300	0.08	38.775489431498	0.067032967032967	32.4904513093596	0.0581269086818173	0.28387274201711	1.19344262295082	0.528954869004537	2.5832419523557	6	102	1
SPAC2F7.10	6	211	18	100	2628	300	0.06	29.0816170736235	0.0802891933028919	38.9156595797473	0.0114179033243247	0.0661578947826625	0.747298578199052	0.300062499363254	1.73862947488837	7	99	1
SPNCRNA.154	49	201	100	100	624	300	0.49	237.499872767925	0.322115384615385	156.12727114846	0.176147088033183	0.336548778908187	1.52119402985075	1.09915782932706	2.10006438038708	36	113	1
SPAC2F7.11	49	912	79	100	3566	300	0.49	237.499872767925	0.255748738081884	123.959781132663	0.0398574241176185	0.0722195968535976	1.91594298245614	1.42131574403428	2.57535082379929	30	119	1
SPAC2F7.15	13	91	22	100	962	300	0.13	63.0101703261843	0.0945945945945946	45.8493962872443	0.0762798875998568	0.262280878452649	1.37428571428571	0.733812518710623	2.52314205071448	9	104	1
SPAC2F7.17	0	39	2	100	2126	300	0	0	0.0183443085606773	8.89136928403353	0.00234390037330292	0.125706278271577	0	0.0498313219364202	2.67251547605373	1	99	1
SPNCRNA.155	0	2	1	100	751	300	0	0	0.00266311584553928	1.29079525404454	0.0514242900386907	4.05388820080272	0	0.386196418190567	30.4447003880285	0	100	1
SPAC13A11.03	10	210	24	100	1299	300	0.1	48.4693617893725	0.161662817551963	78.3569359181542	0.0238172303377814	0.0922701509568522	0.618571428571429	0.30938582208778	1.19858926092951	15	95	1
SPAC13A11.05	45	249	25	100	1914	300	0.45	218.112128052176	0.130094043887147	63.0557527980865	0.129824553026643	0.250829097698579	3.45903614457831	2.48484194492994	4.80086892995079	16	129	1.02388619689709e-05
SPAC13A11.06	4	26	4	100	2110	300	0.04	19.387744715749	0.0123222748815166	5.97252799300325	0.0455844319439998	0.462894764092878	3.24615384615385	0.961831514018396	9.76707952235972	1	103	1
SPAC3H8.02	19	410	69	100	1885	300	0.19	92.0917873998078	0.217506631299735	105.424076040545	0.0284010226596617	0.0747167003776137	0.873536585365854	0.535359277134623	1.40840980211802	21	98	1
SPAC3H8.03	14	210	17	100	1248	300	0.14	67.8571065051215	0.168269230769231	81.5590222417326	0.0372406680668401	0.117133770471524	0.832	0.464763537474164	1.46182945548462	16	98	1
SPAC3H8.04	6	211	39	100	1486	300	0.06	29.0816170736235	0.141991924629879	68.8225796605491	0.0114179033243247	0.0661578947826625	0.422559241706161	0.169670043399465	0.983106316470365	13	93	1
SPNCRNA.156	0	3	24	100	367	300	0	0	0.00817438692098093	3.96207317079339	0.0327971598819604	2.22593021867193	0	0.120365576766795	8.169163902526	0	100	1
SPAC3H8.06	18	297	58	100	2157	300	0.18	87.2448512208705	0.13769123783032	66.7380642162431	0.0364881899323731	0.0993797792262133	1.30727272727273	0.787050256841287	2.14362183790942	14	104	1
SPNCRNA.666	3	49	7	100	1793	300	0.03	14.5408085368118	0.0273284997211378	13.2459494014459	0.0152478106937568	0.203683022181668	1.09775510204082	0.273393245739059	3.65203658771731	2	101	1
SPAC3H8.10	70	346	44	100	1535	300	0.7	339.285532525608	0.225407166123779	109.253414847706	0.155136181161195	0.263438394624886	3.10549132947977	2.38134038082435	4.043779357492	31	139	3.63894503001049e-07
SPAC1F3.01	15	154	3	100	2291	300	0.15	72.7040426840588	0.0672195547795722	32.5808891993163	0.0551294125373637	0.169269632265003	2.23149350649351	1.263014841231	3.87796727519123	7	108	1
SPAC1F3.03	42	302	5	100	4680	300	0.42	203.571319515365	0.0645299145299145	31.2772377358771	0.0993182396596293	0.194078229761939	6.50860927152318	4.64809361607065	9.08286115285874	8	134	1.53368105505693e-13
SPAC1F3.05	12	215	30	100	2085	300	0.12	58.163234147247	0.103117505995204	49.9803970489932	0.0297351001654886	0.10230939787541	1.16372093023256	0.619976838450438	2.13315094570231	10	102	1
SPNCRNA.668	26	29	3	100	454	300	0.26	126.020340652369	0.0638766519823789	30.9606055482776	0.511880370307381	1.5685860973091	4.07034482758621	2.32393688119551	7.1213808817833	7	119	0.0194816836251088
SPAC1F3.09	0	171	46	100	3107	300	0	0	0.055037013196009	26.6760890440383	0.000532214012910368	0.0281562920265299	0	0.0165358893811251	0.874815993264284	5	95	1
SPAC1D4.01	17	82	7	100	1689	300	0.17	82.3979150419333	0.0485494375370041	23.531602526516	0.1185958583793	0.357866409852572	3.50158536585366	2.00308404802638	6.04436366240994	5	112	0.457548024920157
SPAC1D4.04	32	267	26	100	1676	300	0.32	155.101957725992	0.159307875894988	77.2155107265063	0.0815718796393875	0.175177430003589	2.00868913857678	1.36714470275614	2.93597372686016	18	114	1
SPAC1D4.08	69	279	29	100	1557	300	0.69	334.43859634667	0.179190751445087	86.8526136110143	0.188313422969242	0.324315870249781	3.85064516129032	2.93203999563109	5.04959809978909	25	144	2.07112306707329e-10
SPAC1D4.10	2	122	5	100	2960	300	0.02	9.6938723578745	0.0412162162162162	19.9772369537279	0.00280644259324612	0.0671111675386065	0.485245901639344	0.083070700760085	1.98649055914275	4	98	1
SPNCRNA.671	16	199	17	100	3579	300	0.16	77.550978862996	0.0556021234981839	26.9499944009084	0.0465979870305436	0.136641138680277	2.87758793969849	1.66774195582316	4.89038635336712	6	110	1
SPAC1D4.12	14	233	22	100	3093	300	0.14	67.8571065051215	0.0753313934691238	36.5126456415254	0.0336254188432497	0.10537237887235	1.85845493562232	1.04003420482171	3.25916767852177	7	107	1
SPAC1D4.13	15	82	6	100	1672	300	0.15	72.7040426840588	0.0490430622009569	23.7708592507688	0.101290491577371	0.325265356051599	3.05853658536585	1.69357701917364	5.43843675318273	5	110	1
SPAC1D4.14	43	348	17	100	5032	300	0.43	208.418255694302	0.0691573926868044	33.5201468654643	0.0888102484320551	0.171345391303383	6.21770114942529	4.46893170110101	8.62210009038625	9	134	2.69760202815246e-13
SPNCRNA.158	10	12	8	100	689	300	0.1	48.4693617893725	0.0174165457184325	8.44168855547852	0.334591076513801	2.06054270282005	5.74166666666667	2.30533251718009	14.1971392224302	1	109	1
SPAC22F3.12c	2	133	11	100	2622	300	0.02	9.6938723578745	0.0507246376811594	24.5859081540295	0.00257681079406733	0.0614850063134843	0.394285714285714	0.0675639790204453	1.61213686553956	4	98	1
SPAC22F3.11c	12	24	35	100	691	300	0.12	58.163234147247	0.0347322720694645	16.834510607018	0.236139797258327	1.04296946284477	3.455	1.63172599905504	7.20691898825736	3	109	1
SPAC22F3.10c	26	311	42	100	2307	300	0.26	126.020340652369	0.134807108799306	65.3401452817289	0.0548181834826391	0.126572151089814	1.92868167202572	1.26465549294448	2.92001952564202	14	112	1
SPAC22F3.09c	24	139	17	100	2443	300	0.24	116.326468294494	0.0568972574703234	27.5777375715218	0.109186444754336	0.270938529905047	4.21812949640288	2.66742484534843	6.61902828558029	6	118	0.000945382801922509
SPAC22F3.08c	9	135	10	100	1570	300	0.09	43.6224256104353	0.0859872611464968	41.6774766978681	0.0317849109102291	0.134845255188505	1.04666666666667	0.499023101290596	2.11707050645953	8	101	1
SPAC22F3.07c	32	83	35	100	407	300	0.32	155.101957725992	0.203931203931204	98.8441530348383	0.251108798524589	0.589555932392643	1.56915662650602	1.02201280999508	2.39949264483806	22	110	1
SPAC22F3.15	8	30	21	100	431	300	0.08	38.775489431498	0.0696055684454756	33.7373747953869	0.112836392025884	0.607305045156525	1.14933333333333	0.486324849631561	2.61748474462462	7	101	1
SPAC22F3.06c	14	328	23	100	3193	300	0.14	67.8571065051215	0.10272471030379	49.7900114842286	0.0240017512434497	0.0744789609669534	1.36286585365854	0.76637591720335	2.37811322367482	10	104	1
SPAC22F3.05c	10	256	13	100	5543	264	0.1	48.4693617893725	0.0461843766913224	22.3852726286837	0.0195928607800149	0.0754652574292509	2.165234375	1.08603227303623	4.18303921930338	4	106	1
SPAC22F3.03c	3	186	5	100	4143	300	0.03	14.5408085368118	0.0448950036205648	21.7603217302034	0.0041252784319319	0.0519874758842294	0.668225806451613	0.170910285434939	2.15384112588363	4	99	1
SPAC1296.02	17	139	17	100	937	300	0.17	82.3979150419333	0.148345784418356	71.9022549490158	0.0713917372937997	0.206715034153158	1.14597122302158	0.668940578442903	1.93691987001509	15	102	1
SPAC1296.04	3	84	21	100	1425	300	0.03	14.5408085368118	0.0589473684210526	28.5714132653143	0.0090286602393918	0.116712405001188	0.508928571428571	0.128658408411333	1.66315177126693	5	98	1
SPAC1296.06	26	143	21	100	1968	300	0.26	126.020340652369	0.0726626016260163	35.2190992676843	0.116973217838634	0.280696568616206	3.57818181818182	2.30203292706432	5.52410847036693	8	118	0.00623541082204732
SPAPJ696.02	44	437	50	100	1504	300	0.44	213.265191873239	0.290558510638298	140.831855731089	0.0729003890367276	0.138610906138538	1.51432494279176	1.09642185111238	2.08470802832361	32	112	1
SPAC22G7.02	52	251	23	100	3254	300	0.52	252.040681304737	0.0771358328211432	37.3872458793254	0.151901065523961	0.281891562994094	6.74135458167331	4.9428606721497	9.1727514598278	10	142	6.92557701696716e-17
SPAC22G7.03	16	12	17	100	632	300	0.16	77.550978862996	0.0189873417721519	9.20304337772896	0.59825714626087	2.99569274156539	8.42666666666667	3.7809851643687	18.9327781266933	2	114	0.00135167787936204
SPAC22G7.04	10	293	44	100	3582	300	0.1	48.4693617893725	0.0817978782802903	39.6469095597045	0.0171466852782639	0.0658221104866395	1.22252559726962	0.614194266667413	2.35774799763143	8	102	1
SPAC22G7.05	32	101	15	100	1801	300	0.32	155.101957725992	0.0560799555802332	27.1815965615026	0.208627743905647	0.479050835464301	5.70613861386139	3.75738566774071	8.62770554671206	7	125	4.86763624028432e-08
SPAC22G7.08	25	152	23	100	2163	300	0.25	121.173404473431	0.0702727693018955	34.0607627923468	0.105197345871991	0.255278825364307	3.55756578947368	2.27541859121116	5.52168099262997	8	117	0.00949826523600414
SPAC22G7.10	31	132	28	100	1816	300	0.31	150.255021547055	0.0726872246696035	35.2310338997642	0.155675076951715	0.352526435682323	4.26484848484849	2.82705939744315	6.40188007199098	8	123	3.17188014349914e-05
SPNCRNA.679	0	17	3	100	1696	300	0	0	0.0100235849056604	4.85836763218946	0.00541762860743838	0.297388981119444	0	0.091882981182155	5.04371711978576	0	100	1
SPNCRNA.680	4	97	33	100	1675	300	0.04	19.387744715749	0.057910447761194	28.0688244392187	0.0129274537247367	0.116217329160722	0.690721649484536	0.216534849889339	1.94664026344209	5	99	1
SPAC4G8.04	8	173	29	100	2585	300	0.08	38.775489431498	0.0669245647969052	32.437909437375	0.0211336334199663	0.0968460217570691	1.19537572254335	0.546304423906128	2.50346966242024	6	102	1
SPAC4G8.05	88	168	21	100	1927	300	0.88	426.530383746478	0.0871821484172288	42.2566309320943	0.401379201746172	0.683095092169811	10.0938095238095	7.73457721764873	13.1632424261123	15	173	1.71452257193377e-35
SPNCRNA.159	3	23	18	100	496	300	0.03	14.5408085368118	0.0463709677419355	22.4757121200719	0.0312294740718594	0.455248489725081	0.64695652173913	0.154898191396423	2.2580325090364	4	99	1
SPNCRNA.681	3	33	17	100	673	300	0.03	14.5408085368118	0.0490341753343239	23.7665518432287	0.0222566461165473	0.308749155677299	0.611818181818182	0.149787228364363	2.07788181770822	4	99	1
SPAC4G8.08	5	84	35	100	1117	300	0.05	24.2346808946863	0.0752014324082363	36.4496543447385	0.0213107206138277	0.152281477872927	0.664880952380952	0.238040749256455	1.70098410784059	7	98	1
SPAC4G8.09	13	154	26	100	2722	300	0.13	63.0101703261843	0.0565760470242469	27.4220489183077	0.0458159288852963	0.152353578556383	2.29779220779221	1.24710958425777	4.14706440830475	6	107	1
SPAC4G8.10	1	82	12	100	1859	300	0.01	4.84693617893725	0.0441097364174287	21.3797077285021	0.000629634692181988	0.0806095457282941	0.226707317073171	0.0117049089276631	1.49853145508899	4	97	1
SPNCRNA.684	4	5	17	100	245	300	0.04	19.387744715749	0.0204081632653061	9.89170648762704	0.181238005776631	3.41444135261595	1.96	0.444033114152747	8.36538131390907	2	102	1
SPNCRNA.685	7	15	5	100	571	300	0.07	33.9285532525608	0.0262697022767075	12.7327570374884	0.172804614762774	1.21652181949847	2.66466666666667	0.986714350295442	6.94633958933625	2	105	1
SPNCRNA.686	1	11	10	100	1423	300	0.01	4.84693617893725	0.00773014757554462	3.74675319524313	0.00438460787950623	0.673532041142035	1.29363636363636	0.0623929701253737	9.58436094545115	0	101	1
SPAC16C9.03	45	261	55	100	1610	300	0.45	218.112128052176	0.162111801242236	78.5745554473679	0.124002825436739	0.239007994058033	2.77586206896552	1.9964454895315	3.84802870433433	20	125	0.00257634831840795
SPAC16C9.05	23	100	16	100	1374	300	0.23	111.479532115557	0.0727802037845706	35.2761002833861	0.142292677217231	0.368862177217966	3.1602	1.95510138496475	5.06816631497485	8	115	0.171067025852691
SPAC16C9.07	6	153	39	100	2860	300	0.06	29.0816170736235	0.0534965034965035	25.9294138243846	0.0156737031058513	0.0916973825185607	1.12156862745098	0.448267908827347	2.62254514003084	5	101	1
SPAC2G11.02	35	440	19	100	4070	300	0.35	169.642766262804	0.108108108108108	52.3993100425649	0.0554791546193912	0.113520769178149	3.2375	2.25800159300922	4.62029530555068	13	122	0.000704810713006445
SPAC2G11.04	4	42	14	100	1073	300	0.04	19.387744715749	0.0391425908667288	18.9721639809287	0.029046161269645	0.277026853875976	1.02190476190476	0.311665310423291	2.97249814208922	3	101	1
SPAC2G11.06	12	124	10	100	1550	300	0.12	58.163234147247	0.08	38.775489431498	0.050935374502413	0.179662002166983	1.5	0.789498304787402	2.78476103358823	8	104	1
SPAC2G11.09	14	596	43	100	2677	300	0.14	67.8571065051215	0.222637280537916	107.910868981943	0.0132800610659716	0.0407609870350171	0.628825503355705	0.35550723473606	1.09117162292741	20	94	1
SPNCRNA.689	6	13	4	100	1558	300	0.06	29.0816170736235	0.00834403080872914	4.04429848049963	0.156809542376265	1.29895387832877	7.19076923076923	2.4430926702222	20.2377014243623	0	106	1
SPNCRNA.690	1	8	4	100	2217	300	0.01	4.84693617893725	0.0036084799278304	1.74900719131701	0.00586171689225921	0.973546520057376	2.77125	0.129954263501387	21.583526349672	0	101	1
SPAC2G11.12	8	318	22	100	3958	300	0.08	38.775489431498	0.0803436078827691	38.9420339793342	0.0115875485951956	0.0522488417361552	0.995723270440252	0.45863517339784	2.06800915591702	8	100	1
SPAC2G11.13	14	179	96	100	1781	300	0.14	67.8571065051215	0.100505334081976	48.7142939938107	0.0435521190727594	0.137873165068115	1.39296089385475	0.775663240685845	2.45552106986313	10	104	1
SPAC2G11.14	53	274	13	100	3125	300	0.53	256.887617483674	0.08768	42.4979364169218	0.142514226435571	0.261935011526936	6.04470802919708	4.45356957611161	8.18546911021674	12	141	2.14116148176985e-15
SPAC521.02	22	74	2	100	683	300	0.22	106.63259593662	0.108345534407028	52.5143890543714	0.17940898512917	0.488787992127528	2.03054054054054	1.22536336843223	3.33842198623102	11	111	1
SPAC521.03	55	225	60	100	1022	300	0.55	266.581489841549	0.220156555772994	106.708477520634	0.179983479333356	0.331301840509565	2.49822222222222	1.8394311587869	3.38590481000775	27	128	0.00758800303460446
SPNCRNA.693	0	12	137	100	872	264	0	0	0.0137614678899083	6.67009565908796	0.00771806013949717	0.431135285113533	0	0.0673014844164153	3.75949968619001	1	99	1
SPAC521.05	115	168	149	72	522	300	1.59722222222222	774.163417469144	0.32183908045977	155.993348287636	0.536234294247636	0.873530037927958	4.96279761904762	3.88769863329536	6.33309277497769	45	142	5.14317618671707e-17
SPAC23G3.01	78	582	26	100	3563	300	0.78	378.061021957106	0.163345495369071	79.1725191170777	0.105032508840542	0.170779661998644	4.77515463917526	3.74230828998851	6.08487935701169	24	154	6.05528497532571e-17
SPAC23G3.03	2	54	21	100	1780	300	0.02	9.6938723578745	0.0303370786516854	14.7041884080119	0.00624894524129813	0.15448115453729	0.659259259259259	0.111231225295107	2.74976455076376	3	99	1
SPAC23G3.04	11	129	40	100	1096	300	0.11	53.3162979683098	0.117700729927007	57.0487926170534	0.0436619375748015	0.162170905785742	0.934573643410853	0.478534835819825	1.77739312741173	11	100	1
SPAC23G3.06	43	540	81	100	1833	300	0.43	208.418255694302	0.294599018003273	142.790263863945	0.0576147333462481	0.10968090133544	1.45961111111111	1.05607806223673	2.01045092147861	32	111	1
SPAC23G3.09	18	248	16	100	1407	300	0.18	87.2448512208705	0.176261549395878	85.4328480722415	0.0435713706004449	0.119370904666256	1.02120967741935	0.613049184348259	1.67954862865422	17	101	1
SPAC23G3.11	23	230	24	100	3061	300	0.23	111.479532115557	0.0751388435151911	36.4193179077284	0.063525186301273	0.15605889326581	3.061	1.94450595268197	4.77696272286644	8	115	0.149035149768722
SPAC22H12.02	0	196	11	100	2351	300	0	0	0.0833687792428754	40.4083152306126	0.000464252470271195	0.0245482936830714	0	0.0109145755760758	0.577130384489009	7	93	1
SPAC22H12.03	6	33	4	100	965	300	0.06	29.0816170736235	0.0341968911917098	16.5750149124279	0.06853064272522	0.453668342297276	1.75454545454545	0.661320702298373	4.37789950316871	3	103	1
SPAC1687.01	5	52	30	100	635	300	0.05	24.2346808946863	0.0818897637795276	39.6914458747617	0.0338542498364901	0.250645611855144	0.610576923076923	0.214974486461712	1.59159963528016	7	98	1
SPAC1687.02	19	119	8	100	2108	300	0.19	92.0917873998078	0.0564516129032258	27.3617364940006	0.0953246716030226	0.264480020566769	3.36571428571429	2.00944407739172	5.57523883354748	6	113	0.256015640373076
SPAC1687.04	9	125	40	100	1619	300	0.09	43.6224256104353	0.0772081531809759	37.4222990961801	0.0342648345818206	0.145917284461373	1.16568	0.554747671879675	2.36240083542963	7	102	1
SPAC1687.05	14	195	25	100	2981	300	0.14	67.8571065051215	0.0654142905065414	31.7058891275667	0.0400489114325408	0.12632908651825	2.14020512820513	1.19385804980404	3.76587006910904	6	108	1
SPAC1687.08	9	8	26	100	90	300	0.09	43.6224256104353	0.0888888888888889	43.0838771461089	0.39926396508856	3.19159887951285	1.0125	0.359337568579704	2.87243899156157	8	101	1
SPAC1687.09	54	632	47	100	4612	300	0.54	261.734553662612	0.137033824804857	66.419420318481	0.0640453174045115	0.113714734872579	3.9406329113924	2.95377003869607	5.24452357232333	18	136	2.41994012395683e-09
SPAC1687.10	15	89	89	100	2041	300	0.15	72.7040426840588	0.0436060754532092	21.1355864735627	0.0936631330458645	0.298544286838595	3.43988764044944	1.91166454546609	6.09328889437572	4	111	1
SPAC1687.11	76	389	25	100	2664	300	0.76	368.367149599231	0.146021021021021	70.7754569672144	0.151590545190776	0.251464617580314	5.20473007712082	4.03837212388227	6.69901741233955	22	154	5.60596721338772e-18
SPAC1687.15	22	415	71	100	2170	300	0.22	106.63259593662	0.191244239631336	92.694862408247	0.0336547781812771	0.0827100845218453	1.15036144578313	0.730308686533713	1.79480883412404	19	103	1
SPNCRNA.160	5	2	3	100	35	249	0.05	24.2346808946863	0.0571428571428571	27.6967781653557	0.433815156497564	18.5601677038827	0.875	0.151835304774148	6.49605869635894	5	100	1
SPNCRNA.697	1	11	6	100	1333	300	0.01	4.84693617893725	0.00825206301575394	3.99972227819278	0.00438460787950623	0.673532041142035	1.21181818181818	0.0584468230338181	8.97818210842332	0	101	1
SPAC1687.21	18	102	24	100	1174	300	0.18	87.2448512208705	0.0868824531516184	42.11137054954	0.103381812752335	0.297676388474895	2.07176470588235	1.21370248171241	3.49472080069527	9	109	1
SPNCRNA.699	3	17	20	100	261	300	0.03	14.5408085368118	0.0651340996168582	31.5700823915453	0.041196253876563	0.635657655765951	0.460588235294118	0.107522222617829	1.65906648154913	6	97	1
