Cdk9as_spt5_T1A_1min_3MBPP1_r1_pr_counts	Cdk9as_spt5_T1A_1min_3MBPP1_r1gb_counts	Cdk9as_spt5_T1A_1min_3MBPP1_r1term_counts	Cdk9as_spt5_T1A_1min_3MBPP1_r1pr_map	Cdk9as_spt5_T1A_1min_3MBPP1_r1gb_map	Cdk9as_spt5_T1A_1min_3MBPP1_r1term_map	Cdk9as_spt5_T1A_1min_3MBPP1_r1pr_density	Cdk9as_spt5_T1A_1min_3MBPP1_r1pr_densityRPKM	Cdk9as_spt5_T1A_1min_3MBPP1_r1gb_density	Cdk9as_spt5_T1A_1min_3MBPP1_r1gb_densityRPKM	Cdk9as_spt5_T1A_1min_3MBPP1_r1pause_index_CI_low	Cdk9as_spt5_T1A_1min_3MBPP1_r1pause_index_CI_high	Cdk9as_spt5_T1A_1min_3MBPP1_r1pause_index_scaled	Cdk9as_spt5_T1A_1min_3MBPP1_r1pause_index_CI_low_scaled	Cdk9as_spt5_T1A_1min_3MBPP1_r1pause_index_CI_high_scaled	Cdk9as_spt5_T1A_1min_3MBPP1_r1_ExpPR	Cdk9as_spt5_T1A_1min_3MBPP1_r1_ExpGB	Cdk9as_spt5_T1A_1min_3MBPP1_r1Fexact_Pval
SPAC227.14	1	17	5	100	2392	300	0.01	9.53322471812638	0.00710702341137124	6.77528512575871	0.0029153350293855	0.415929044001673	1.40705882352941	0.0697348139029012	9.94902273252002	0	101	1
SPAC227.15	8	148	24	100	3140	300	0.08	76.265797745011	0.0471337579617834	44.933670645946	0.0246325414476407	0.113553826747491	1.6972972972973	0.773461801455919	3.56559015987121	4	104	1
SPNCRNA.659	35	868	7	100	1709	300	0.35	333.662865134423	0.507899356348742	484.19186982643	0.0283129067059825	0.0571530788446824	0.689112903225806	0.483867575605241	0.976746117455622	45	90	1
SPSNORNA.05	75	27	323	100	32	300	0.75	714.991853859478	0.84375	804.365835591913	1.75540710209514	4.41935306718494	0.888888888888889	0.561730272670444	1.41419298149918	80	95	1
SPAC227.18	6	305	16	100	1503	300	0.06	57.1993483087583	0.20292747837658	193.455325284667	0.0079288219681389	0.0455808711472192	0.295672131147541	0.119170194181128	0.685080493342705	17	89	1
SPAC2F7.04	1	43	11	100	1900	300	0.01	9.53322471812638	0.0226315789473684	21.5751927831281	0.00118892238367991	0.15619027355955	0.441860465116279	0.0225895252899183	2.96761519763144	2	99	1
SPNCRNA.552	5	39	1	100	1515	300	0.05	47.6661235906319	0.0257425742574257	24.5409745219095	0.0444957442516396	0.339662873019732	1.94230769230769	0.67411052541234	5.14589252624894	2	103	1
SPNCRNA.660	5	41	3	100	2062	300	0.05	47.6661235906319	0.0198836081474297	18.9554904676616	0.0424430870454526	0.322076011331702	2.51463414634146	0.875176454877233	6.64120735365969	2	103	1
SPNCRNA.661	0	31	2	100	910	300	0	0	0.0340659340659341	32.4758204683426	0.00295316473031761	0.159112070807008	0	0.0268737990458903	1.44791984434378	3	97	1
SPAC2F7.10	0	102	18	100	2628	300	0	0	0.0388127853881279	37.0011005041435	0.000893028017049197	0.047373298583352	0	0.0234687762880529	1.24497028677049	3	97	1
SPNCRNA.154	11	137	58	100	624	300	0.11	104.86547189939	0.219551282051282	209.303170894762	0.0411755326396873	0.15245400654334	0.501021897810219	0.256935323671649	0.95131300083044	19	92	1
SPAC2F7.11	11	547	34	100	3566	300	0.11	104.86547189939	0.153393157599551	146.23314416195	0.0105091605072963	0.0374341312471474	0.717111517367459	0.374756663690186	1.33490112027328	14	97	1
SPAC2F7.15	6	40	4	100	962	300	0.06	57.1993483087583	0.0415800415800416	39.6391880171575	0.0572607396220736	0.368980967692193	1.443	0.550848315164348	3.5495969091989	4	102	1
SPAC2F7.17	1	34	6	100	2126	300	0.01	9.53322471812638	0.0159924741298213	15.2459849678409	0.0014954740609025	0.199297297707355	0.625294117647059	0.0317937785347871	4.23706054925838	1	100	1
SPNCRNA.155	0	2	0	100	751	300	0	0	0.00266311584553928	2.53880818059291	0.0514242900386907	4.05388820080272	0	0.386196418190567	30.4447003880285	0	100	1
SPAC13A11.03	3	105	15	100	1299	300	0.03	28.5996741543791	0.0808314087759815	77.0583984144164	0.00725358091087451	0.0929025376779243	0.371142857142857	0.0942240160322599	1.20680396443624	7	96	1
SPAC13A11.05	8	104	10	100	1914	300	0.08	76.265797745011	0.0543364681295716	51.8001761068518	0.0347623534870821	0.163049426699712	1.47230769230769	0.665351445742751	3.12076602703249	5	103	1
SPAC13A11.06	1	14	5	100	2110	300	0.01	9.53322471812638	0.00663507109004739	6.32536237221655	0.00350210863509423	0.514391103811047	1.50714285714286	0.0738944922004883	10.8536522904131	0	101	1
SPAC3H8.02	7	142	25	100	1885	300	0.07	66.7325730268846	0.0753315649867374	71.8152737386709	0.0211802088879014	0.108764167993568	0.929225352112676	0.399246937536941	2.05020456667875	7	100	1
SPAC3H8.03	5	94	8	100	1248	300	0.05	47.6661235906319	0.0753205128205128	71.8047374602468	0.0190994155370435	0.135638425489623	0.663829787234043	0.238360705902303	1.69276755011049	7	98	1
SPAC3H8.04	0	73	8	100	1486	300	0	0	0.0491251682368775	46.8321268117918	0.0012488776032341	0.0664281626427554	0	0.0185583211840588	0.987122496871345	4	96	1
SPNCRNA.156	0	0	6	100	367	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPAC3H8.06	5	116	30	100	2157	300	0.05	47.6661235906319	0.0537783959202596	51.2681533288206	0.0155497545291082	0.109343110304399	0.929741379310345	0.335408205192863	2.35853088926588	5	100	1
SPNCRNA.666	2	48	18	100	1793	300	0.02	19.0664494362528	0.0267707752370329	25.5211816213088	0.0070073850459693	0.174519842377689	0.747083333333333	0.12564241387423	3.12914077383196	2	100	1
SPAC3H8.10	38	133	13	100	1535	300	0.38	362.262539288802	0.0866449511400652	82.6005789909321	0.195921080231405	0.415207610552799	4.38571428571429	3.00738858155206	6.37343682198547	11	127	8.22116220879879e-07
SPAC1F3.01	5	99	6	100	2291	300	0.05	47.6661235906319	0.043212570929725	41.1955149321044	0.0181573778684818	0.12860976239496	1.15707070707071	0.415985526966917	2.94644965646853	4	101	1
SPAC1F3.03	5	120	0	100	4680	300	0.05	47.6661235906319	0.0256410256410256	24.4441659439138	0.0150414905683411	0.105619849372637	1.95	0.703941758598365	4.9430089506394	2	103	1
SPAC1F3.05	2	86	4	100	2085	300	0.02	19.0664494362528	0.0412470023980815	39.3216942810009	0.00396193596728247	0.0957979398389724	0.484883720930233	0.0826063649178394	1.99738704564257	4	98	1
SPNCRNA.668	2	3	2	100	454	300	0.02	19.0664494362528	0.0066079295154185	6.29948769920245	0.0782648165603505	4.86773260028688	3.02666666666667	0.355322267183991	22.0995060053024	0	102	1
SPAC1F3.09	0	93	22	100	3107	300	0	0	0.0299324106855488	28.5352397420584	0.000979657372893479	0.0520027148584582	0	0.0304379545758004	1.6157243506523	2	98	1
SPAC1D4.01	7	62	7	100	1689	300	0.07	66.7325730268846	0.0367081113084665	34.9946674081608	0.0473293748815889	0.255855683327673	1.90693548387097	0.799393141750037	4.3214024914044	3	104	1
SPAC1D4.04	7	153	22	100	1676	300	0.07	66.7325730268846	0.0912887828162291	87.0276480831346	0.01968492713927	0.100792533595816	0.766797385620915	0.329919378854165	1.68928286306588	8	99	1
SPAC1D4.08	8	118	19	100	1557	300	0.08	76.265797745011	0.0757867694283879	72.2492303621652	0.0307399631481085	0.143193163828548	1.05559322033898	0.478621226216049	2.2295175608105	7	101	1
SPAC1D4.10	0	55	7	100	2960	300	0	0	0.0185810810810811	17.7137621451673	0.0016592631470071	0.0885300344192424	0	0.0491141891514101	2.62048901880957	1	99	1
SPNCRNA.671	0	77	7	100	3579	300	0	0	0.0215143894942721	20.5101509722194	0.0011838127111161	0.0629364895177057	0	0.0423686569308453	2.25249695983869	2	98	1
SPAC1D4.12	10	117	3	100	3093	300	0.1	95.3322471812638	0.037827352085354	36.0616647921366	0.0422239954789859	0.167790632084539	2.64358974358974	1.30598818016503	5.18976425037479	4	106	1
SPAC1D4.13	0	21	0	100	1672	300	0	0	0.0125598086124402	11.9735477919051	0.00437456871201282	0.238242196120647	0	0.0731427888648543	3.98340951913722	1	99	1
SPAC1D4.14	5	226	25	100	5032	300	0.05	47.6661235906319	0.044912559618442	42.8161523508856	0.00806010020975228	0.055515672192639	1.11327433628319	0.405584242554735	2.7935486247336	4	101	1
SPNCRNA.158	0	3	16	100	689	300	0	0	0.00435413642960813	4.15089610368347	0.0327971598819604	2.22593021867193	0	0.225972431586707	15.3366592066496	0	100	1
SPAC22F3.12c	1	69	3	100	2622	300	0.01	9.53322471812638	0.0263157894736842	25.0874334687536	0.000746725053376051	0.096114337170904	0.38	0.0195791308995201	2.5201179206211	2	99	1
SPAC22F3.11c	1	12	4	100	691	300	0.01	9.53322471812638	0.0173661360347323	16.5555277304655	0.0040448521341888	0.610617545978525	0.575833333333333	0.0279499282472446	4.21936724271161	1	100	1
SPAC22F3.10c	1	148	37	100	2307	300	0.01	9.53322471812638	0.0641525791070655	61.1580952875034	0.000350558983861302	0.0443138486220467	0.155878378378378	0.00808739575768023	1.02232048771062	6	95	1
SPAC22F3.09c	16	65	5	100	2443	300	0.16	152.531595490022	0.0266066311911584	25.3646994137624	0.136971304434217	0.436499157659944	6.01353846153846	3.34620896732792	10.6636744216324	3	113	0.00150415193990589
SPAC22F3.08c	3	104	11	100	1570	300	0.03	28.5996741543791	0.0662420382165605	63.1500236105187	0.00732213147732463	0.0938139513508549	0.452884615384615	0.114957464193997	1.47287903620842	6	97	1
SPAC22F3.07c	8	39	10	100	407	300	0.08	76.265797745011	0.0958230958230958	91.350310566813	0.0886116750006999	0.456616232785548	0.834871794871795	0.360649517252848	1.85842806743718	9	99	1
SPAC22F3.15	6	9	2	100	431	300	0.06	57.1993483087583	0.0208816705336427	19.9069657687094	0.211486344637854	2.04033974587974	2.87333333333333	0.911506145389151	8.79386430474167	2	104	1
SPAC22F3.06c	7	198	21	100	3193	300	0.07	66.7325730268846	0.0620106482931412	59.1161445095215	0.0152737843658444	0.0775407553993992	1.12883838383838	0.487691934801412	2.47587631990281	6	101	1
SPAC22F3.05c	12	135	4	100	5543	264	0.12	114.398696617517	0.0243550423958145	23.2182092178795	0.0468935532094842	0.164621773731861	4.92711111111111	2.59930965440171	9.12498491795708	2	110	0.15026163306594
SPAC22F3.03c	1	81	2	100	4143	300	0.01	9.53322471812638	0.0195510499637944	18.6384552780168	0.000637322030273289	0.0816224168354319	0.511481481481481	0.0264042517142224	3.38161672949195	1	100	1
SPAC1296.02	3	154	5	100	937	300	0.03	28.5996741543791	0.164354322305229	156.682668793112	0.00497249477898608	0.0629385937228615	0.182532467532468	0.0465922760790996	0.589734623183212	14	89	1
SPAC1296.04	1	19	5	100	1425	300	0.01	9.53322471812638	0.0133333333333333	12.7109662908352	0.00262241420563744	0.368819983318377	0.75	0.0373694024303335	5.25568476228687	1	100	1
SPAC1296.06	19	66	20	100	1968	300	0.19	181.131269644401	0.0335365853658537	31.9711804571311	0.167113878239099	0.491026291761682	5.66545454545455	3.28880112374547	9.66339742186991	3	116	0.000408905009959873
SPAPJ696.02	20	161	11	100	1504	300	0.2	190.664494362528	0.107047872340426	102.051142261858	0.0757930498617009	0.201467921677405	1.86832298136646	1.13992746991998	3.03007754202818	11	109	1
SPAC22G7.02	3	123	19	100	3254	300	0.03	28.5996741543791	0.03779963122311	36.0352378712214	0.00620750739763349	0.0790741089129652	0.793658536585366	0.201992290718994	2.57307150402789	3	100	1
SPAC22G7.03	7	6	7	100	632	300	0.07	66.7325730268846	0.00949367088607595	9.0505297956896	0.353552417152782	3.90153984048796	7.37333333333333	2.23445127640558	24.6577317918839	1	106	1
SPAC22G7.04	2	124	25	100	3582	300	0.02	19.0664494362528	0.0346175321049693	33.0016712743627	0.00276169571656912	0.0660129067319185	0.577741935483871	0.098923940567506	2.36458231913732	3	99	1
SPAC22G7.05	6	91	5	100	1801	300	0.06	57.1993483087583	0.0505274847307052	48.1689866379512	0.0260556365168899	0.156094369401541	1.18747252747253	0.469262013669188	2.81125959292175	5	101	1
SPAC22G7.08	4	99	20	100	2163	300	0.04	38.1328988725055	0.0457697642163662	43.6333447570278	0.0126717581134945	0.113813570523656	0.873939393939394	0.274090127994886	2.46178753042667	4	100	1
SPAC22G7.10	3	91	18	100	1816	300	0.03	28.5996741543791	0.0501101321585903	47.7711150522853	0.00834771386500173	0.107526893799738	0.598681318681319	0.151594483788431	1.95268839140324	4	99	1
SPNCRNA.679	10	36	5	100	1696	300	0.1	95.3322471812638	0.0212264150943396	20.2356185054569	0.129310328709406	0.581260037056538	4.71111111111111	2.19310317491152	9.85817022847888	2	108	1
SPNCRNA.680	4	18	7	100	1675	300	0.04	38.1328988725055	0.0107462686567164	10.2446593985836	0.0637362330886756	0.695119747806282	3.72222222222222	1.06758190423532	11.6432557757552	1	103	1
SPAC4G8.04	4	98	21	100	2585	300	0.04	38.1328988725055	0.0379110251450677	36.141432200247	0.0127983288706427	0.11500289566224	1.05510204081633	0.330836801306114	2.97282485286891	3	101	1
SPAC4G8.05	34	77	10	100	1927	300	0.34	324.129640416297	0.0399584846912299	38.0933213957307	0.289016462787134	0.672305983650615	8.50883116883117	5.56934723790808	12.9553363049474	5	129	1.12164261270757e-12
SPNCRNA.159	1	17	21	100	496	300	0.01	9.53322471812638	0.0342741935483871	32.6743589129331	0.0029153350293855	0.415929044001673	0.291764705882353	0.0144600617457521	2.0630080582483	3	98	1
SPNCRNA.681	1	30	10	100	673	300	0.01	9.53322471812638	0.0445765230312036	42.49580112092	0.00168902937199498	0.227153129587376	0.224333333333333	0.0113671676735262	1.52874056212304	4	97	1
SPAC4G8.08	7	26	20	100	1117	300	0.07	66.7325730268846	0.0232766338406446	22.190138108441	0.106577846309068	0.650129905786559	3.00730769230769	1.19047454327229	7.26195104763587	2	105	1
SPAC4G8.09	1	96	28	100	2722	300	0.01	9.53322471812638	0.0352681851579721	33.6219534511437	0.000538670895318782	0.0686779297793512	0.283541666666667	0.0146626217705772	1.86941324859394	3	98	1
SPAC4G8.10	4	37	1	100	1859	300	0.04	38.1328988725055	0.0199031737493276	18.9741427956254	0.0327600561833436	0.316819953322237	2.00972972972973	0.609009444448358	5.88968293226038	2	102	1
SPNCRNA.684	0	2	4	100	245	300	0	0	0.00816326530612245	7.782224259695	0.0514242900386907	4.05388820080272	0	0.125989510594792	9.93202609196667	0	100	1
SPNCRNA.685	1	6	1	100	571	300	0.01	9.53322471812638	0.010507880910683	10.0173990032852	0.00755953402951306	1.38050834161111	0.951666666666667	0.0431649393085196	7.88270263059942	1	100	1
SPNCRNA.686	0	1	5	100	1423	300	0	0	0.000702740688685875	0.669938490381334	0.120791776113059	17.3080587281839	0	1.71886697408883	246.293675702057	0	100	1
SPAC16C9.03	8	135	32	100	1610	300	0.08	76.265797745011	0.0838509316770186	79.936977450128	0.0269530238247053	0.124743426802146	0.954074074074074	0.433943683577756	2.00836917151454	8	100	1
SPAC16C9.05	6	69	9	100	1374	300	0.06	57.1993483087583	0.0502183406113537	47.8742726019447	0.0340622351249369	0.207864446411602	1.19478260869565	0.468015110616634	2.85605749369541	5	101	1
SPAC16C9.07	1	122	19	100	2860	300	0.01	9.53322471812638	0.0426573426573427	40.6662033430566	0.000424717893672179	0.0538692714664846	0.234426229508197	0.0121469317590243	1.54066116394146	4	97	1
SPAC2G11.02	11	180	11	100	4070	300	0.11	104.86547189939	0.0442260442260442	42.1616818000675	0.0315262529826072	0.115309697996423	2.48722222222222	1.28311849639211	4.69310470845442	4	107	1
SPAC2G11.04	2	31	2	100	1073	300	0.02	19.0664494362528	0.0288909599254427	27.5424013291629	0.0106801732844829	0.275851694734321	0.692258064516129	0.114598259342501	2.95988868449926	2	100	1
SPAC2G11.06	10	52	7	100	1550	300	0.1	95.3322471812638	0.0335483870967742	31.982431312424	0.0918589932356535	0.391347555551096	2.98076923076923	1.42381439515263	6.06588711104198	3	107	1
SPAC2G11.09	11	278	18	100	2677	300	0.11	104.86547189939	0.103847590586477	99.0002417496874	0.0205510144327733	0.0741334043060539	1.05924460431655	0.55015065636534	1.98455123327306	10	101	1
SPNCRNA.689	4	11	0	100	1558	300	0.04	38.1328988725055	0.00706033376123235	6.73077483308024	0.0978590667085697	1.23052614057963	5.66545454545455	1.52464425931952	19.1715972702306	0	104	1
SPNCRNA.690	0	12	0	100	2217	300	0	0	0.0054127198917456	5.16006750642835	0.00771806013949717	0.431135285113533	0	0.171109393292652	9.55826927096704	0	100	1
SPAC2G11.12	3	198	20	100	3958	300	0.03	28.5996741543791	0.0500252652854977	47.6902095550536	0.00387753272843034	0.0488030603886251	0.59969696969697	0.153472745391273	1.93162513018178	4	99	1
SPAC2G11.13	12	80	41	100	1781	300	0.12	114.398696617517	0.0449185850645705	42.8218965440825	0.0777428473984928	0.283037376857172	2.6715	1.38460011216716	5.04089568182623	4	108	1
SPAC2G11.14	13	238	12	100	3125	300	0.13	123.931921335643	0.07616	72.6050394532505	0.029898520953712	0.0977110207081912	1.70693277310924	0.934328779803501	3.05346939713097	7	106	1
SPAC521.02	7	36	1	100	683	300	0.07	66.7325730268846	0.0527086383601757	50.2483294074011	0.0790690677386959	0.455649798173981	1.32805555555556	0.540041732655293	3.11208812152829	5	102	1
SPAC521.03	17	137	16	100	1022	300	0.17	162.064820208148	0.134050880626223	127.793716867252	0.072402632644796	0.209826985002423	1.26817518248175	0.739954905629815	2.14443178672476	13	104	1
SPNCRNA.693	0	0	72	100	872	264	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPAC521.05	65	185	38	72	522	300	0.902777777777778	860.638342608631	0.354406130268199	337.863328132831	0.262169653986009	0.470188407642185	2.5472972972973	1.90072999139856	3.40886595540584	35	102	0.0070255647105368
SPAC23G3.01	14	356	17	100	3563	300	0.14	133.465146053769	0.0999158012910469	95.2519786599211	0.022134648566813	0.0685545237621523	1.4011797752809	0.788657528435546	2.44259768164549	10	104	1
SPAC23G3.03	0	24	10	100	1780	300	0	0	0.0134831460674157	12.8537861367996	0.0038226010111885	0.207313917589234	0	0.0680422979991554	3.69018773308837	1	99	1
SPAC23G3.04	6	106	1	100	1096	300	0.06	57.1993483087583	0.0967153284671533	92.2008959964777	0.0224567587869632	0.133428709431751	0.620377358490566	0.246126076305117	1.46237865537199	9	97	1
SPAC23G3.06	3	305	102	100	1833	300	0.03	28.5996741543791	0.166393889798145	158.627034316887	0.00252526733496642	0.0315633407251929	0.180295081967213	0.0462881502499344	0.578556035492786	14	89	1
SPAC23G3.09	2	112	7	100	1407	300	0.02	19.0664494362528	0.0796019900497512	75.8863659154338	0.00305384507541723	0.0732002744492739	0.25125	0.0429676002111204	1.02992786150128	7	95	1
SPAC23G3.11	5	166	2	100	3061	300	0.05	47.6661235906319	0.0542306435805292	51.6992911861803	0.0109322132580808	0.0758963303986282	0.921987951807229	0.334635047829853	2.32318667350201	5	100	1
SPAC22H12.02	0	109	4	100	2351	300	0	0	0.0463632496809868	44.1991277871448	0.000835560283165414	0.0443055814757538	0	0.0196440222572189	1.04162422049497	4	96	1
SPAC22H12.03	2	17	0	100	965	300	0.02	19.0664494362528	0.0176165803108808	16.7942818868548	0.018791857082423	0.52761009643784	1.13529411764706	0.181341420845382	5.09143743062516	1	101	1
SPAC1687.01	2	74	4	100	635	300	0.02	19.0664494362528	0.116535433070866	111.095847108874	0.0045921824636759	0.111713485708446	0.171621621621622	0.029160358644342	0.709380634248632	10	92	1
SPAC1687.02	2	30	5	100	2108	300	0.02	19.0664494362528	0.0142314990512334	13.567207853121	0.011019937571277	0.285599406220113	1.40533333333333	0.232300284002519	6.02043548311998	1	101	1
SPAC1687.04	3	43	17	100	1619	300	0.03	28.5996741543791	0.0265596046942557	25.3198679974944	0.0172895015262644	0.23349064468298	1.12953488372093	0.279917029710221	3.78021353741745	2	101	1
SPAC1687.05	7	181	5	100	2981	300	0.07	66.7325730268846	0.0607178799060718	57.8837193552792	0.0166863613767383	0.0849438597035186	1.1528729281768	0.497420432640569	2.53217645776189	6	101	1
SPAC1687.08	1	0	2	100	90	300	0.01	9.53322471812638	0	0	0.0577765545925511	8.27870929775896	NA	0.051998899133296	7.45083836798307	0	101	1
SPAC1687.09	12	491	60	100	4612	300	0.12	114.398696617517	0.106461405030356	101.492049796185	0.0131441850384342	0.0443590873486936	1.12716904276986	0.606209813972584	2.04584110852175	10	102	1
SPAC1687.10	40	31	20	100	2041	300	0.4	381.328988725055	0.0151886330230279	14.479665176968	0.788435868810228	2.11541322728821	26.3354838709677	16.0919760824168	43.1755839689524	2	138	6.62143873105898e-28
SPAC1687.11	18	173	45	100	2664	300	0.18	171.598044926275	0.0649399399399399	61.9087040629078	0.0619926779077347	0.17245658119768	2.77179190751445	1.65148493946205	4.59424332310619	7	111	1
SPAC1687.15	18	157	27	100	2170	300	0.18	171.598044926275	0.0723502304147465	68.9731004952001	0.0681391696307837	0.190526140318844	2.48789808917197	1.47861998098801	4.13441724491892	7	111	1
SPNCRNA.160	0	0	1	100	35	249	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPNCRNA.697	2	4	1	100	1333	300	0.02	19.0664494362528	0.00300075018754689	2.86068258608443	0.0638181358093923	3.14803144559117	6.665	0.850695750339199	41.9632591697302	0	102	1
SPAC1687.21	10	63	3	100	1174	300	0.1	95.3322471812638	0.0536626916524702	51.1578498502523	0.0766125404840319	0.319432482533337	1.86349206349206	0.899431225282535	3.75013734494137	5	105	1
SPNCRNA.699	1	19	13	100	261	300	0.01	9.53322471812638	0.0727969348659004	69.3989538867437	0.00262241420563744	0.368819983318377	0.137368421052632	0.00684450107671371	0.962620156460963	6	95	1
SPAC222.19	3	37	7	100	352	300	0.03	28.5996741543791	0.105113636363636	100.207191639397	0.0199625666080716	0.273498472796944	0.285405405405405	0.0702682344604122	0.962714624245243	9	94	1
SPNCRNA.700	2	4	2	100	1199	300	0.02	19.0664494362528	0.00333611342785655	3.18039189929154	0.0638181358093923	3.14803144559117	5.995	0.765179448354613	37.7448970326381	0	102	1
SPAC222.06	3	115	9	100	1030	300	0.03	28.5996741543791	0.111650485436893	106.43891675578	0.00663262821462922	0.0846759579227396	0.268695652173913	0.068316070610681	0.872162366604218	10	93	1
SPAC222.09	49	742	16	100	2143	300	0.49	467.128011188192	0.346243583761083	330.081789120381	0.0489024370932809	0.0889251321303047	1.41518867924528	1.04797922690901	1.90566558155243	38	111	1
SPAC222.11	2	160	20	100	1177	300	0.02	19.0664494362528	0.135938827527613	129.593539073935	0.00214584319226133	0.0509919502943866	0.147125	0.0252565743729158	0.600175254964931	12	90	1
SPNCRNA.701	0	9	8	100	1117	300	0	0	0.00805729632945389	7.68120165292188	0.0103569347612096	0.590306163886248	0	0.115686961282711	6.59371985060939	0	100	1
SPAC222.15	0	8	2	100	758	300	0	0	0.0105540897097625	10.0614508898431	0.0116892782926356	0.673070909790981	0	0.0886047294581776	5.10187749621564	1	99	1
SPAC222.18	0	22	0	100	655	300	0	0	0.033587786259542	32.0199914196611	0.00417368066078422	0.226956323474185	0	0.0273376083281367	1.48656391875591	3	97	1
SPAC821.05	1	179	12	100	1453	300	0.01	9.53322471812638	0.123193392980041	117.443029906719	0.00029015320567321	0.0365777621890383	0.0811731843575419	0.00421592607843174	0.531474884606726	11	90	1
