Mcs6as_Cdk9as_3MBPP1r1_pr_counts	Mcs6as_Cdk9as_3MBPP1r1gb_counts	Mcs6as_Cdk9as_3MBPP1r1term_counts	Mcs6as_Cdk9as_3MBPP1r1pr_map	Mcs6as_Cdk9as_3MBPP1r1gb_map	Mcs6as_Cdk9as_3MBPP1r1term_map	Mcs6as_Cdk9as_3MBPP1r1pr_density	Mcs6as_Cdk9as_3MBPP1r1pr_densityRPKM	Mcs6as_Cdk9as_3MBPP1r1gb_density	Mcs6as_Cdk9as_3MBPP1r1gb_densityRPKM	Mcs6as_Cdk9as_3MBPP1r1pause_index_CI_low	Mcs6as_Cdk9as_3MBPP1r1pause_index_CI_high	Mcs6as_Cdk9as_3MBPP1r1pause_index_scaled	Mcs6as_Cdk9as_3MBPP1r1pause_index_CI_low_scaled	Mcs6as_Cdk9as_3MBPP1r1pause_index_CI_high_scaled	Mcs6as_Cdk9as_3MBPP1r1_ExpPR	Mcs6as_Cdk9as_3MBPP1r1_ExpGB	Mcs6as_Cdk9as_3MBPP1r1Fexact_Pval
SPAC227.12	11	261	13	100	1511	300	0.11	24.2463517506417	0.172733289212442	38.0741099026381	0.0218718214960771	0.0790292735007618	0.636819923371648	0.330483222805725	1.19413232259651	16	95	1
SPNCRNA.658	0	1	2	100	737	300	0	0	0.00135685210312076	0.299079212416945	0.120791776113059	17.3080587281839	0	0.890235389953244	127.560392826716	0	100	1
SPAC227.14	0	116	10	100	2392	300	0	0	0.048494983277592	10.6893311153635	0.000785041648909857	0.0416110040714889	0	0.0187781962419238	0.995335217390014	4	96	1
SPAC227.15	34	856	330	100	3140	300	0.34	74.943269047438	0.272611464968153	60.0893951897779	0.0277420295978912	0.0565856327587123	1.24719626168224	0.871099729373784	1.77678886862357	28	106	1
SPNCRNA.659	476	3839	12	100	1709	300	4.76	1049.20576666413	2.24634289057929	495.141998886715	0.112592538128137	0.136530468941814	2.1189997395155	1.92420647660985	2.3333057142156	398	178	9.04161681090044e-09
SPSNORNA.05	502	156	807	100	32	300	5.02	1106.51532534747	4.875	1074.55422531253	2.67868833155406	3.86733467755649	1.02974358974359	0.857180266097298	1.23754709681808	499	103	1
SPAC227.18	47	1444	79	100	1503	300	0.47	103.598048389105	0.960745176314039	211.768777160386	0.0240636910327053	0.0438899296841775	0.489203601108033	0.361677276221561	0.659665643153189	72	75	1
SPAC2F7.04	13	179	6	100	1900	300	0.13	28.6547793416675	0.0942105263157895	20.7660141787793	0.0395492037627934	0.130617369241244	1.37988826815642	0.751434871493074	2.48173001558363	9	104	1
SPNCRNA.552	27	233	7	100	1515	300	0.27	59.5137724788478	0.153795379537954	33.8997897263697	0.0761427985365933	0.175170384034265	1.75557939914163	1.15356339782939	2.65383131811911	16	111	1
SPNCRNA.660	27	252	11	100	2062	300	0.27	59.5137724788478	0.122211445198836	26.9380153476841	0.0705198919967259	0.161685650689146	2.20928571428571	1.45412017297249	3.33395811721019	13	114	1
SPNCRNA.661	11	151	0	100	910	300	0.11	24.2463517506417	0.165934065934066	36.5754157277412	0.037444084159375	0.137983985712356	0.662913907284768	0.340741165850312	1.25565426998244	15	96	1
SPAC2F7.10	6	352	6	100	2628	300	0.06	13.2252827730773	0.133942161339422	29.5237159825165	0.00687794772252322	0.0394461626953514	0.447954545454545	0.18075246614791	1.03664515563384	12	94	1
SPNCRNA.154	77	395	160	100	624	300	0.77	169.724462254492	0.63301282051282	139.529559171088	0.151517378067328	0.250470702799419	1.21640506329114	0.945468439140124	1.56293718546838	68	109	1
SPAC2F7.11	77	1473	17	100	3566	300	0.77	169.724462254492	0.413067863151991	91.0489882442646	0.041277696408162	0.0661049277847146	1.86410047522064	1.47196265391506	2.35730172480292	51	126	0.34663461143038
SPAC2F7.15	16	196	21	100	962	300	0.16	35.2674207282061	0.203742203742204	44.9091376216762	0.0472963847073166	0.138777715219889	0.785306122448979	0.454991220884386	1.33504162041534	19	97	1
SPAC2F7.17	1	71	2	100	2126	300	0.01	2.20421379551288	0.0333960489181562	7.36120317410229	0.000725955406878332	0.093351986141379	0.29943661971831	0.0154338119502333	1.98466322536572	3	98	1
SPNCRNA.155	0	5	4	100	751	300	0	0	0.0066577896138482	1.46751917144666	0.0190383591688732	1.16008855872718	0	0.142978077358238	8.71226507604114	0	100	1
SPAC13A11.03	4	416	37	100	1299	300	0.04	8.81685518205153	0.320246343341032	70.5891407954857	0.0030645729191735	0.0265958606023297	0.124903846153846	0.0398088022200637	0.345480229224263	25	79	1
SPAC13A11.05	41	868	20	100	1914	300	0.41	90.3727656160282	0.45350052246604	99.9612107891945	0.0340728526129957	0.0652369373980489	0.904078341013825	0.652154399012739	1.24863498179866	43	98	1
SPAC13A11.06	2	31	9	100	2110	300	0.02	4.40842759102576	0.0146919431279621	3.23841837255447	0.0106801732844829	0.275851694734321	1.36129032258065	0.225351656302588	5.82047075889417	1	101	1
SPAC3H8.02	27	803	42	100	1885	300	0.27	59.5137724788478	0.425994694960212	93.8983383446602	0.0224509466667928	0.0500017519521452	0.633810709838107	0.423200344669045	0.942533024297937	37	90	1
SPAC3H8.03	9	278	53	100	1248	300	0.09	19.8379241596159	0.22275641025641	49.1002752526107	0.0156200174645825	0.0646602184549093	0.404028776978417	0.19493781795799	0.806959526317268	19	90	1
SPAC3H8.04	23	542	68	100	1486	300	0.23	50.6969172967963	0.364737550471063	80.3959540489894	0.02728855904052	0.0653999968389109	0.630590405904059	0.405507987342128	0.971843953026216	32	91	1
SPNCRNA.156	0	0	72	100	367	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPAC3H8.06	44	1157	41	100	2157	300	0.44	96.9854070025668	0.536393138618452	118.232515596124	0.0277973562742954	0.0518520287834889	0.820293863439931	0.599588974836552	1.11844826085986	50	94	1
SPNCRNA.666	1	73	8	100	1793	300	0.01	2.20421379551288	0.0407138873396542	8.97421121430231	0.00070630988113022	0.0907439548387139	0.245616438356164	0.0126641361686648	1.62703911025814	3	98	1
SPAC3H8.10	119	951	35	100	1535	300	1.19	262.301441666033	0.619543973941368	136.560737428844	0.102923541830026	0.152022454535136	1.92076761303891	1.5798763670909	2.33354467711434	83	136	0.0184372646731554
SPAC1F3.01	22	418	9	100	2291	300	0.22	48.4927035012834	0.182453077258839	40.216558992771	0.0334160218759887	0.0821094558559094	1.20578947368421	0.7655610611789	1.88112763365888	18	104	1
SPAC1F3.03	68	718	8	100	4680	300	0.68	149.886538094876	0.153418803418803	33.8167842986805	0.0732476674202838	0.122247059646922	4.43231197771588	3.42799083526928	5.72116239147593	22	146	7.97929877010691e-14
SPAC1F3.05	10	637	47	100	2085	300	0.1	22.0421379551288	0.305515587529976	67.3421672777797	0.00793555581051637	0.0300811285817482	0.327315541601256	0.165456338649266	0.627191530929449	25	85	1
SPNCRNA.668	7	41	4	100	454	300	0.07	15.4294965685902	0.0903083700440529	19.9058955101384	0.0700346443555606	0.396238396903841	0.775121951219512	0.317957285374245	1.79892232194344	8	99	1
SPAC1F3.09	0	621	38	100	3107	300	0	0	0.199871258448664	44.0558985199066	0.000146413579841551	0.00772342984267183	0	0.00454906992567699	0.239966965211814	16	84	1
SPAC1D4.01	21	259	7	100	1689	300	0.21	46.2884897057705	0.153345174659562	33.8005549459939	0.0505756817211531	0.128684549622919	1.36945945945946	0.854223264270276	2.17348204313111	16	105	1
SPAC1D4.04	25	1410	83	100	1676	300	0.25	55.105344887822	0.841288782816229	185.438034109377	0.011680727520461	0.0266985399350367	0.297163120567376	0.195768993242926	0.447467529311215	57	68	1
SPAC1D4.08	83	531	9	100	1557	300	0.83	182.949745027569	0.341040462427746	75.172609211133	0.123154394863302	0.198150235441102	2.43372881355932	1.91751392802161	3.08519916581796	46	137	0.000140174655200926
SPAC1D4.10	0	226	4	100	2960	300	0	0	0.0763513513513513	16.82947019547	0.000402565349107019	0.0212765854204316	0	0.0119159343335678	0.629786928444776	7	93	1
SPNCRNA.671	8	258	7	100	3579	300	0.08	17.6337103641031	0.0720871751886002	15.8895546030266	0.014251224945239	0.0645494329701425	1.10976744186047	0.510051340790103	2.3102242060014	7	101	1
SPAC1D4.12	9	323	24	100	3093	300	0.09	19.8379241596159	0.104429356611704	23.0184628500052	0.0134651405771088	0.0555587565490346	0.861826625386997	0.416476798049976	1.71843234006164	10	99	1
SPAC1D4.13	21	247	6	100	1672	300	0.21	46.2884897057705	0.147727272727273	32.5622492518949	0.0529865999422579	0.135057417886407	1.42153846153846	0.885935951034552	2.25816002706072	15	106	1
SPAC1D4.14	37	588	12	100	5032	300	0.37	81.5559104339766	0.116852146263911	25.7567112830202	0.0444650592856816	0.0886642321540064	3.16639455782313	2.2374817832555	4.4615841619896	14	123	0.00051394168690509
SPNCRNA.158	5	6	11	100	689	300	0.05	11.0210689775644	0.00870827285921625	1.91948951713749	0.221566015070826	3.07129898399964	5.74166666666667	1.52658984383799	21.1612499997575	0	105	1
SPAC22F3.12c	1	629	34	100	2622	300	0.01	2.20421379551288	0.239893211289092	52.8775925773304	8.28698088704161e-05	0.01034960151914	0.0416852146263911	0.00217284638858231	0.271366551831852	19	82	1
SPAC22F3.11c	6	49	45	100	691	300	0.06	13.2252827730773	0.0709117221418234	15.6304596208583	0.0472685433264396	0.297483493888096	0.846122448979592	0.326625634385698	2.05561094276675	7	99	1
SPAC22F3.10c	24	762	44	100	2307	300	0.24	52.9011310923092	0.330299089726918	72.804981022142	0.0205013184161081	0.0479791078048504	0.726614173228346	0.472965415859614	1.1068780170579	30	94	1
SPAC22F3.09c	24	465	10	100	2443	300	0.24	52.9011310923092	0.190339746213672	41.9549494438596	0.0334537262399635	0.078964968340595	1.26090322580645	0.817274532042307	1.92911417656074	19	105	1
SPAC22F3.08c	7	304	7	100	1570	300	0.07	15.4294965685902	0.193630573248408	42.6803180787208	0.00999699553493349	0.0502378296980705	0.361513157894737	0.156952829898456	0.788733926259707	17	90	1
SPAC22F3.07c	49	180	97	100	407	300	0.49	108.006475980131	0.442260442260442	97.4836568040095	0.195958499457277	0.377254994526015	1.10794444444444	0.797551092791119	1.53542782772088	45	104	1
SPAC22F3.15	8	72	10	100	431	300	0.08	17.6337103641031	0.167053364269142	36.8221330108881	0.0495980620710347	0.238658751428835	0.478888888888889	0.21376764752616	1.02861921865828	15	93	1
SPAC22F3.06c	55	1425	18	100	3193	300	0.55	121.231758753209	0.446288756655183	98.3715834201646	0.0291944213596365	0.0509033904737044	1.23238596491228	0.932177874013193	1.62534525782538	47	108	1
SPAC22F3.05c	3	302	8	100	5543	264	0.03	6.61264138653865	0.0544831318780444	12.0092470908333	0.00255020284288033	0.0318790838143126	0.550629139072848	0.141357743580857	1.76705761582735	5	98	1
SPAC22F3.03c	0	170	1	100	4143	300	0	0	0.0410330678252474	9.04456541726261	0.000535348784141332	0.0283228022488608	0	0.0221795001269754	1.1734136971703	3	97	1
SPAC1296.02	22	604	39	100	937	300	0.22	48.4927035012834	0.644610458911419	142.085926626444	0.0232082449958871	0.0566169400403227	0.341291390728477	0.217461255611462	0.530500728177824	47	75	1
SPAC1296.04	2	56	11	100	1425	300	0.02	4.40842759102576	0.0392982456140351	8.66217351219098	0.00603134616359581	0.148785962361529	0.508928571428571	0.0859466828312402	2.12019996365178	3	99	1
SPAC1296.06	37	284	15	100	1968	300	0.37	81.5559104339766	0.144308943089431	31.8087763173607	0.0910508998300714	0.185644001981405	2.56394366197183	1.79188170865581	3.65347395899405	17	120	0.0668044477661705
SPAPJ696.02	56	1768	133	100	1504	300	0.56	123.435972548721	1.17553191489362	259.112366387419	0.0240432688065583	0.041628735982432	0.476380090497737	0.361610762850637	0.626096189175777	84	72	1
SPAC22G7.02	75	664	21	100	3254	300	0.75	165.316034663466	0.204056545789797	44.9784253294577	0.0882895346636298	0.144294307523596	3.67545180722892	2.87294145795451	4.6953367668178	29	146	3.46695094364685e-11
SPAC22G7.03	5	27	42	100	632	300	0.05	11.0210689775644	0.0427215189873418	9.41673615171643	0.0626901490871644	0.504810555526247	1.17037037037037	0.396201742230879	3.19040271092588	4	101	1
SPAC22G7.04	14	566	54	100	3582	300	0.14	30.8589931371803	0.158012283640424	34.8292855460718	0.0139790642119605	0.0429370146771501	0.886007067137809	0.500730080072424	1.53800386573552	15	99	1
SPAC22G7.05	35	804	19	100	1801	300	0.35	77.1474828429509	0.446418656302054	98.4002160795312	0.0305497051719052	0.061737368525036	0.784017412935323	0.550200190146012	1.1118900071359	41	94	1
SPAC22G7.08	11	279	21	100	2163	300	0.11	24.2463517506417	0.128987517337032	28.4316065163243	0.0204782704077758	0.0738642306734162	0.852795698924731	0.442944988920191	1.59768330946599	12	99	1
SPAC22G7.10	33	581	24	100	1816	300	0.33	72.7390552519251	0.319933920704846	70.5202761670146	0.0393272979282441	0.0816089257034964	1.03146299483649	0.714183730376913	1.48201809077549	32	101	1
SPNCRNA.679	0	25	6	100	1696	300	0	0	0.0147405660377358	3.2491359014046	0.00366831680942558	0.19871450933181	0	0.0622146530878578	3.37019807826751	1	99	1
SPNCRNA.680	2	90	41	100	1675	300	0.02	4.40842759102576	0.0537313432835821	11.843536811711	0.0037886154381547	0.0914546113416967	0.372222222222222	0.0634593085890912	1.53186473997342	5	97	1
SPAC4G8.04	9	558	18	100	2585	300	0.09	19.8379241596159	0.215860735009671	47.5803210017868	0.00782662629152836	0.0320201800892423	0.416935483870968	0.202318289636008	0.827721655306913	19	90	1
SPAC4G8.05	96	737	17	100	1927	300	0.96	211.604524369237	0.382459782044629	84.3023127811621	0.104675558048434	0.161932707892797	2.51006784260516	2.01709800359332	3.1204432810942	54	142	6.45564751656341e-06
SPNCRNA.159	2	54	40	100	496	300	0.02	4.40842759102576	0.108870967741935	23.9974889027612	0.00624894524129813	0.15448115453729	0.183703703703704	0.0309947683968387	0.766226526504959	10	92	1
SPNCRNA.681	2	77	52	100	673	300	0.02	4.40842759102576	0.114413075780089	25.2190880021533	0.00441654154928579	0.107258735469869	0.174805194805195	0.0297233246266934	0.721851289712221	10	92	1
SPAC4G8.08	18	174	75	100	1117	300	0.18	39.6758483192319	0.155774395702775	34.336007199574	0.0616451452740357	0.171440276771099	1.15551724137931	0.688576272710978	1.91498789153318	15	103	1
SPAC4G8.09	15	147	50	100	2722	300	0.15	33.0632069326932	0.0540044085231447	11.9037262285229	0.0576847093708565	0.177553892778195	2.77755102040816	1.57017778907471	4.83301696142247	5	110	1
SPAC4G8.10	10	189	13	100	1859	300	0.1	22.0421379551288	0.101667563206025	22.4097045374898	0.0264175507441354	0.102710890473055	0.983597883597884	0.491102268333477	1.90939545389409	10	100	1
SPNCRNA.684	3	14	13	100	245	300	0.03	6.61264138653865	0.0571428571428571	12.5955074029308	0.0490202656367911	0.791973133215248	0.525	0.120099650810138	1.94033417637736	5	98	1
SPNCRNA.685	5	24	8	100	571	300	0.05	11.0210689775644	0.042031523642732	9.26464642597358	0.0698308803258869	0.574457008750159	1.18958333333333	0.398734326660814	3.28014951996341	4	101	1
SPNCRNA.686	0	17	19	100	1423	300	0	0	0.0119465917076599	2.63328422513837	0.00541762860743838	0.297388981119444	0	0.0770928550838482	4.23184520132968	1	99	1
SPAC16C9.03	66	1293	100	100	1610	300	0.66	145.47811050385	0.803105590062112	177.021642086842	0.0395316466353807	0.0657892056500798	0.821809744779582	0.636459510829629	1.05920621096629	73	93	1
SPAC16C9.05	39	207	15	100	1374	300	0.39	85.9643380250024	0.150655021834061	33.2075877489932	0.131765036665085	0.268407956307846	2.58869565217391	1.81045160377827	3.6879253196698	18	121	0.0494561053916335
SPAC16C9.07	8	427	42	100	2860	300	0.08	17.6337103641031	0.149300699300699	32.9090661078322	0.00865034648749803	0.0388120507038343	0.535831381733021	0.247399909542444	1.11002465012966	14	94	1
SPAC2G11.02	34	845	7	100	4070	300	0.34	74.943269047438	0.207616707616708	45.7631611107711	0.0281006146093193	0.0573275417677612	1.63763313609467	1.1436950145993	2.33323094994788	23	111	1
SPAC2G11.04	3	124	9	100	1073	300	0.03	6.61264138653865	0.115563839701771	25.4727409733082	0.00615816867281891	0.078425555988454	0.259596774193548	0.0660771498593469	0.841506215756112	10	93	1
SPAC2G11.06	7	277	17	100	1550	300	0.07	15.4294965685902	0.178709677419355	39.3914336359399	0.0109616063043933	0.0551877278249519	0.391696750902527	0.169904897718097	0.855409781286754	16	91	1
SPAC2G11.09	31	1154	8	100	2677	300	0.31	68.3306276608993	0.431079566679118	95.0191527837828	0.018474982735947	0.0388347593970472	0.719124783362218	0.494575287841302	1.03960650905895	39	92	1
SPNCRNA.689	3	16	8	100	1558	300	0.03	6.61264138653865	0.0102695763799743	2.26363419308126	0.0435109966500877	0.680481866290363	2.92125	0.677901327808367	10.6019074768039	1	102	1
SPNCRNA.690	5	37	1	100	2217	300	0.05	11.0210689775644	0.0166892196662156	3.67866082246173	0.046757126428392	0.359274826805257	2.99594594594595	1.03660549291745	7.96512291027254	1	104	1
SPAC2G11.12	2	853	25	100	3958	300	0.02	4.40842759102576	0.215512885295604	47.5036474879355	0.000405434358019072	0.00947698008150268	0.0928018757327081	0.0160470918903949	0.375098871625876	18	84	1
SPAC2G11.13	14	209	245	100	1781	300	0.14	30.8589931371803	0.11734980348119	25.8664055733965	0.0374155725911735	0.117704959591036	1.19301435406699	0.666371347848801	2.09632533031635	11	103	1
SPAC2G11.14	68	859	7	100	3125	300	0.68	149.886538094876	0.27488	60.5894288110581	0.0613387413183287	0.101988851382959	2.47380675203725	1.91683566619777	3.18715160571746	36	132	0.000346683724880137
SPAC521.02	33	223	14	100	683	300	0.33	72.7390552519251	0.326500732064422	71.9677417861453	0.10085457208934	0.216077043220968	1.01071748878924	0.688836727370192	1.47580620519921	32	101	1
SPAC521.03	40	446	70	100	1022	300	0.4	88.1685518205153	0.436399217221135	96.1917174949849	0.0639870138971827	0.125231275185232	0.916591928251121	0.653947282029207	1.27986363239307	42	98	1
SPNCRNA.693	0	7	206	100	872	264	0	0	0.00802752293577982	1.76943767988419	0.0134151780994594	0.782741335671289	0	0.116980353027286	6.82550444705364	0	100	1
SPAC521.05	163	700	362	72	522	300	2.26388888888889	499.009512039722	1.34099616858238	295.584225451919	0.195622907916179	0.277065199059958	1.68821428571429	1.41826608239229	2.0087226931847	134	101	1
SPAC23G3.01	84	1979	17	100	3563	300	0.84	185.153958823082	0.555430816727477	122.428826868369	0.0339019124445474	0.0530750159667267	1.51233956543709	1.20792514039922	1.89106281889447	65	119	1
SPAC23G3.03	9	62	56	100	1780	300	0.09	19.8379241596159	0.0348314606741573	7.67759861358419	0.0673996775117521	0.302058368216497	2.58387096774194	1.19971425970919	5.37663895425364	3	106	1
SPAC23G3.04	48	479	32	100	1096	300	0.48	105.802262184618	0.437043795620438	96.3337963549882	0.0736040319570151	0.136040529899094	1.09828810020877	0.806700190248886	1.49100420769408	45	103	1
SPAC23G3.06	36	2374	174	100	1833	300	0.36	79.3516966384637	1.29514457174032	285.477553221363	0.0107493038035484	0.0212936463006634	0.277961246840775	0.197034738719042	0.39031253669116	76	60	1
SPAC23G3.09	65	945	17	100	1407	300	0.65	143.273896708337	0.671641791044776	148.044210146388	0.0530449505986429	0.0890261686467396	0.967777777777778	0.746342454922906	1.25259819285963	66	99	1
SPAC23G3.11	46	956	56	100	3061	300	0.46	101.393834593593	0.312316236524012	68.8411757108891	0.0353704572276714	0.0652518497386755	1.47286610878661	1.08268969573902	1.99735912050086	34	112	1
SPAC22H12.02	2	461	20	100	2351	300	0.02	4.40842759102576	0.196086771586559	43.2217167048677	0.000749114195665806	0.0175672726532204	0.101995661605206	0.0176116747401031	0.413006580077213	16	86	1
SPAC22H12.03	7	43	5	100	965	300	0.07	15.4294965685902	0.044559585492228	9.82188530643046	0.0669740570853941	0.376583309002923	1.57093023255814	0.646299650874053	3.63402893187821	4	103	1
SPAC1687.01	6	161	65	100	635	300	0.06	13.2252827730773	0.253543307086614	55.8863655240274	0.0149072951774369	0.0870619202374237	0.236645962732919	0.0946613243767245	0.552843193507641	21	85	1
SPAC1687.02	26	65	29	100	2108	300	0.26	57.3095586833349	0.0308349146110057	6.79667441690405	0.247347880107298	0.643359694264173	8.432	5.21409331266184	13.5620223550888	3	123	1.81223275582102e-09
SPAC1687.04	25	294	86	100	1619	300	0.25	55.105344887822	0.181593576281655	40.0271066016546	0.0552515863413452	0.129863724111444	1.37670068027211	0.894523182866378	2.10249369336428	19	106	1
SPAC1687.05	24	746	24	100	2981	300	0.24	52.9011310923092	0.250251593425025	55.1608014576521	0.0209380330838597	0.049015305109549	0.959034852546917	0.624162766229859	1.46114624531566	24	100	1
SPAC1687.08	5	9	25	100	90	300	0.05	11.0210689775644	0.1	22.0421379551288	0.162500866268345	1.80674945735204	0.5	0.146250779641511	1.62607451161683	9	96	1
SPAC1687.09	91	1762	25	100	4612	300	0.91	200.583455391672	0.382046834345186	84.2112902795685	0.0415857404591008	0.0640677195839671	2.38190692395006	1.91793434997373	2.95480322721256	52	139	3.94200543647643e-05
SPAC1687.10	6	218	79	100	2041	300	0.06	13.2252827730773	0.106810387065164	23.5432928673105	0.011055611755284	0.0640062317226907	0.561743119266055	0.225645035925346	1.30636718946012	10	96	1
SPAC1687.11	60	1344	11	100	2664	300	0.6	132.252827730773	0.504504504504504	111.203578872722	0.0341589759657667	0.0582213383051072	1.18928571428571	0.909995119728025	1.55101645244806	53	107	1
SPAC1687.15	53	996	71	100	2170	300	0.53	116.823331162183	0.458986175115207	101.170365913863	0.0399515529512235	0.0706966950987163	1.15471887550201	0.866948699041549	1.53411828364214	48	105	1
SPNCRNA.160	11	1	3	100	35	249	0.11	24.2463517506417	0.0285714285714286	6.29775370146538	1.48471036107564	228.070565825037	3.85	0.519648626376473	79.824698038763	3	108	1
SPNCRNA.697	4	22	7	100	1333	300	0.04	8.81685518205153	0.0165041260315079	3.63786222815329	0.0531523583500741	0.555864053309793	2.42363636363636	0.708520936806488	7.40966783061954	1	103	1
