WT_3MBPP1r2_pr_counts	WT_3MBPP1r2gb_counts	WT_3MBPP1r2term_counts	WT_3MBPP1r2pr_map	WT_3MBPP1r2gb_map	WT_3MBPP1r2term_map	WT_3MBPP1r2pr_density	WT_3MBPP1r2pr_densityRPKM	WT_3MBPP1r2gb_density	WT_3MBPP1r2gb_densityRPKM	WT_3MBPP1r2pause_index_CI_low	WT_3MBPP1r2pause_index_CI_high	WT_3MBPP1r2pause_index_scaled	WT_3MBPP1r2pause_index_CI_low_scaled	WT_3MBPP1r2pause_index_CI_high_scaled	WT_3MBPP1r2_ExpPR	WT_3MBPP1r2_ExpGB	WT_3MBPP1r2Fexact_Pval
SPAC227.12	20	297	17	100	1511	300	0.2	23.2745526747349	0.196558570483124	22.8740640119003	0.0416171017577764	0.107778332491659	1.01750841750842	0.628834407560002	1.62853060394897	19	101	1
SPNCRNA.658	0	18	1	100	737	300	0	0	0.0244233378561737	2.8422113171318	0.00511285240857114	0.280011224227739	0	0.0376817222511693	2.06368272255843	2	98	1
SPAC227.14	1	257	54	100	2392	300	0.01	1.16372763373674	0.107441471571906	12.5032609477568	0.000202400310597646	0.0254142929815074	0.0930739299610895	0.0048414154294957	0.607909888117658	9	92	1
SPAC227.15	72	1262	209	100	3140	300	0.72	83.7883896290455	0.401910828025478	46.7714736871264	0.0446520495392702	0.0727802148228203	1.79144215530903	1.40207435553308	2.28529874543656	49	123	1
SPNCRNA.659	451	9526	19	100	1709	300	4.51	524.841162815271	5.57401989467525	648.664098243196	0.0430264628177524	0.0520897745287259	0.809110854503464	0.735322249555388	0.890214246695925	467	84	1
SPSNORNA.05	225	572	4952	100	32	300	2.25	261.838717590767	17.875	2080.16314530443	0.336107155411686	0.460260148594541	0.125874125874126	0.107554289731739	0.147283247550253	307	18	1
SPAC227.18	25	1442	299	100	1503	300	0.25	29.0931908434186	0.959414504324684	111.649717089048	0.0114224529232448	0.0261038773589246	0.260575589459085	0.171679467436369	0.392341276704637	61	64	1
SPAC2F7.04	4	349	54	100	1900	300	0.04	4.65491053494697	0.183684210526316	21.3758391670591	0.00364934525403246	0.031736490646892	0.217765042979943	0.0693375598266168	0.602993322290948	16	88	1
SPNCRNA.552	10	283	48	100	1515	300	0.1	11.6372763373674	0.186798679867987	21.738278570792	0.0177454744307796	0.0681766871302054	0.535335689045936	0.26884393762631	1.03287681002261	17	93	1
SPNCRNA.660	10	425	48	100	2062	300	0.1	11.6372763373674	0.206110572259942	23.9856568544188	0.0118628963552906	0.0452104871663918	0.485176470588235	0.244612922846092	0.932240245370999	18	92	1
SPNCRNA.661	16	510	32	100	910	300	0.16	18.6196421397879	0.56043956043956	65.219900352279	0.0184137942835966	0.0526235972220921	0.285490196078431	0.167565527980729	0.478874734721038	41	75	1
SPAC2F7.10	6	715	150	100	2628	300	0.06	6.98236580242046	0.2720700152207	31.6615395023505	0.00339879562470363	0.0193408352355723	0.220531468531469	0.0893203490172115	0.50827714999084	22	84	1
SPNCRNA.154	71	649	467	100	624	300	0.71	82.6246619953088	1.0400641025641	121.035133701145	0.0849454077671771	0.140670721644702	0.682650231124807	0.530059344467185	0.877785303062943	87	84	1
SPAC2F7.11	71	4367	475	100	3566	300	0.71	82.6246619953088	1.22462142456534	142.512579263274	0.0127643570070565	0.0206742190949915	0.579771009846576	0.455176970871634	0.737242652927397	94	77	1
SPAC2F7.15	6	310	140	100	962	300	0.06	6.98236580242046	0.322245322245322	37.5005786339283	0.00780200687747769	0.0448390251618764	0.186193548387097	0.0750553061613354	0.431351422057251	25	81	1
SPAC2F7.17	1	237	19	100	2126	300	0.01	1.16372763373674	0.111476952022578	12.9728809593419	0.000219415499368004	0.0275719750058165	0.089704641350211	0.00466477351656376	0.586180188623659	10	91	1
SPNCRNA.155	0	1	1	100	751	300	0	0	0.00133155792276964	0.154957075064813	0.120791776113059	17.3080587281839	0	0.907146238609072	129.983521048661	0	100	1
SPAC13A11.03	14	899	43	100	1299	300	0.14	16.2921868723144	0.692070823710547	80.5381942054913	0.00882376962916657	0.0269605650858979	0.202291434927697	0.114620767482874	0.350217740465814	46	68	1
SPAC13A11.05	84	1055	136	100	1914	300	0.84	97.7531212338864	0.551201671891327	64.1448617341831	0.0633375832904793	0.0999657948923763	1.52394312796209	1.21228134417977	1.91334531424008	65	119	1
SPAC13A11.06	26	90	25	100	2110	300	0.26	30.2569184771553	0.042654028436019	4.96376715811881	0.182203042701091	0.455224874359634	6.09555555555556	3.84448420099302	9.60524484898829	5	121	6.41532437473274e-07
SPAC3H8.02	135	1967	312	100	1885	300	1.35	157.10323055446	1.04350132625995	121.435132920964	0.0574170169008434	0.0819883241393447	1.29372140315201	1.0823107685809	1.54547991002665	120	115	1
SPAC3H8.03	71	794	44	100	1248	300	0.71	82.6246619953088	0.636217948717949	74.0384408002383	0.0695946855683118	0.114711517352688	1.11596977329975	0.868541675892532	1.43159973656154	66	105	1
SPAC3H8.04	14	783	225	100	1486	300	0.14	16.2921868723144	0.526917900403769	61.3188921410411	0.0101244105296242	0.0309755711061912	0.265696040868455	0.150448740470215	0.460296986638002	39	75	1
SPNCRNA.156	2	4	73	100	367	300	0.02	2.32745526747349	0.0108991825613079	1.26836799317356	0.0638181358093923	3.14803144559117	1.835	0.23421255842047	11.5532754053196	1	101	1
SPAC3H8.06	42	868	311	100	2157	300	0.42	48.8765606169432	0.402410755679184	46.8296516496752	0.0350402208987667	0.0665771446073377	1.04370967741935	0.755817564786398	1.43606900918027	40	102	1
SPNCRNA.666	2	345	71	100	1793	300	0.02	2.32745526747349	0.192414947016174	22.3918590986713	0.000999945577538079	0.023505056463657	0.103942028985507	0.0179290242052578	0.42144566239337	16	86	1
SPAC3H8.10	229	1699	260	100	1535	300	2.29	266.493628125714	1.10684039087948	128.806074900243	0.117121315400002	0.155071970367971	2.068952324897	1.79781219139002	2.38035474514835	172	157	8.81328879007631e-06
SPAC1F3.01	57	746	36	100	2291	300	0.57	66.3324751229944	0.325621999127019	37.8935318536713	0.0577995113134673	0.100780248362345	1.75049597855228	1.32418680419154	2.30887548998131	38	119	1
SPAC1F3.03	26	1639	15	100	4680	300	0.26	30.2569184771553	0.350213675213675	40.7553331558659	0.0105444644966733	0.0236851832754069	0.742403904820012	0.493480938444311	1.10846657728904	32	94	1
SPAC1F3.05	28	700	87	100	2085	300	0.28	32.5843737446288	0.335731414868106	39.0699924995549	0.0268804340239007	0.0591264056581576	0.834	0.560457049398329	1.23278555797259	32	96	1
SPNCRNA.668	74	114	26	100	454	300	0.74	86.115844896519	0.251101321585903	29.2213546797332	0.479412800101455	0.878283129164488	2.94701754385965	2.1765341124606	3.98740540640678	34	140	4.89609763729251e-05
SPAC1F3.09	1	758	221	100	3107	300	0.01	1.16372763373674	0.243965239781139	28.3909091204523	6.87834623384729e-05	0.00858491819400081	0.0409894459102902	0.00213710217485635	0.266733408287605	19	82	1
SPAC1D4.01	24	553	12	100	1689	300	0.24	27.9294632096818	0.327412670219065	38.1019171969461	0.0281787112440172	0.0662821413698356	0.733019891500904	0.47593843291145	1.11950536773652	30	94	1
SPAC1D4.04	105	863	87	100	1676	300	1.05	122.191401542358	0.51491646778043	59.9222522622201	0.0988195256150492	0.149671268735433	2.03916570104287	1.65621524930822	2.50849046400586	69	136	0.00551098089716183
SPAC1D4.08	301	879	166	100	1557	300	3.01	350.28201775476	0.564547206165703	65.6979184363903	0.299759289301987	0.39112859941018	5.33170648464164	4.66725213443194	6.0898722928165	144	257	4.90311615109244e-45
SPAC1D4.10	0	519	25	100	2960	300	0	0	0.175337837837838	20.4045487131544	0.000175200829379271	0.00924398044307865	0	0.00518594454962641	0.273621821115128	14	86	1
SPNCRNA.671	17	764	42	100	3579	300	0.17	19.7833697735246	0.213467449008103	24.8417969314018	0.0133152873713896	0.0366560326654483	0.796374345549738	0.476554135022034	1.31191940909639	20	97	1
SPAC1D4.12	34	1133	52	100	3093	300	0.34	39.5667395470493	0.366311024894924	42.6286262212651	0.0209954470934165	0.0426771582246591	0.928172992056487	0.649389178599373	1.32000450388871	35	99	1
SPAC1D4.13	10	402	15	100	1672	300	0.1	11.6372763373674	0.240430622009569	27.979575882905	0.0125359889140502	0.0478197233060518	0.41592039800995	0.209601734642919	0.799545773677186	21	89	1
SPAC1D4.14	115	1386	140	100	5032	300	1.15	133.828677879725	0.27543720190779	32.0533883219222	0.0682720299867208	0.100760516296955	4.17518037518038	3.43544854893179	5.07026918006279	46	169	9.23230295153143e-20
SPNCRNA.158	2	68	38	100	689	300	0.02	2.32745526747349	0.0986937590711176	11.4852654708416	0.00498899650666833	0.121833188925145	0.202647058823529	0.0343741859309448	0.83943067169425	9	93	1
SPAC22F3.12c	12	1095	96	100	2622	300	0.12	13.9647316048409	0.417620137299771	48.5996094180677	0.00591815273876508	0.0198057059249374	0.287342465753425	0.155173964810421	0.519305609351859	32	80	1
SPAC22F3.11c	9	130	144	100	691	300	0.09	10.4735487036307	0.188133140376266	21.8935734277535	0.032978310052166	0.140163085724798	0.478384615384615	0.227880122460467	0.968526922358357	17	92	1
SPAC22F3.10c	48	1271	203	100	2307	300	0.48	55.8589264193637	0.550931946250542	64.1134730160122	0.0279912175044601	0.0508019946087778	0.871250983477577	0.645757387827895	1.1720020156245	52	96	1
SPAC22F3.09c	100	474	34	100	2443	300	1	116.372763373674	0.194023741301678	22.5790789353752	0.169010339158629	0.263119025569271	5.15400843881857	4.12892258564531	6.42799779465729	32	168	3.47514200682322e-22
SPAC22F3.08c	7	741	97	100	1570	300	0.07	8.1460934361572	0.471974522292994	54.9249794012055	0.0041237227368802	0.0204904293190148	0.148313090418354	0.0647424469690191	0.321699740308532	34	73	1
SPAC22F3.07c	44	103	96	100	407	300	0.44	51.2040158844167	0.253071253071253	29.4506010503402	0.2954843717346	0.61612345104529	1.73864077669903	1.20262139295982	2.50762244575433	29	115	1
SPAC22F3.15	95	81	68	100	431	300	0.95	110.554125204991	0.187935034802784	21.8705193347277	0.863108334325519	1.59416116672822	5.05493827160494	3.71999692094299	6.87083462859863	30	165	1.9081600032613e-14
SPAC22F3.06c	103	1662	145	100	3193	300	1.03	119.863946274885	0.520513623551519	60.5736087463347	0.0505215247844713	0.075951110386818	1.9788146811071	1.61315228636817	2.4251189546511	69	134	0.0107693162976665
SPAC22F3.05c	59	1029	25	100	5543	264	0.59	68.6599303904679	0.185639545372542	21.6033868864353	0.0436968315194134	0.075074011764629	3.17820213799806	2.42211537112108	4.16135247211339	24	135	5.25171872233664e-07
SPAC22F3.03c	3	807	20	100	4143	300	0.03	3.49118290121023	0.194786386676322	22.6678300850966	0.000957934495327444	0.0118776632366169	0.154014869888476	0.039687226141416	0.49209158789304	16	87	1
SPAC1296.02	34	494	105	100	937	300	0.34	39.5667395470493	0.527214514407684	61.353409932332	0.0478275580182967	0.0985588921388014	0.644898785425101	0.44814421863144	0.923496819340569	46	88	1
SPAC1296.04	0	465	151	100	1425	300	0	0	0.326315789473684	37.9742701535148	0.000195556460771788	0.0103195678113754	0	0.00278667956599798	0.147053841312099	24	76	1
SPAC1296.06	54	746	52	100	1968	300	0.54	62.8412922217841	0.379065040650407	44.112846278842	0.0543544450703824	0.0961650164517311	1.42455764075067	1.06969547898513	1.89252752377007	42	112	1
SPAPJ696.02	82	1827	143	100	1504	300	0.82	95.425665966413	1.21476063829787	141.365052316292	0.0357379748538913	0.0562922156944216	0.675030103995621	0.537499141802525	0.846634924044101	99	83	1
SPAC22G7.02	66	1083	61	100	3254	300	0.66	76.8060238266251	0.332821143208359	38.7313161443421	0.0471393848540367	0.0786430386429329	1.98304709141274	1.53391558315035	2.55904447744104	41	125	0.188514440903403
SPAC22G7.03	26	55	56	100	632	300	0.26	30.2569184771553	0.0870253164556962	10.1273765594179	0.288689003485123	0.770309399060293	2.98763636363636	1.82451450202598	4.86835540206105	10	116	0.38248921505693
SPAC22G7.04	26	1043	139	100	3582	300	0.26	30.2569184771553	0.291178112786153	33.885201618856	0.0165392571262492	0.0372898072164599	0.892924256951103	0.592436190262246	1.33572089449359	28	98	1
SPAC22G7.05	57	542	36	100	1801	300	0.57	66.3324751229944	0.30094392004442	35.0216755960752	0.0792546442163551	0.139242404667021	1.8940405904059	1.42737614233655	2.50775570805305	36	121	1
SPAC22G7.08	18	582	214	100	2163	300	0.18	20.9470974072614	0.269070735090153	31.3125049854269	0.0187555502674165	0.0503376661909217	0.668969072164948	0.405682552284219	1.08880371970964	25	93	1
SPAC22G7.10	79	536	130	100	1816	300	0.79	91.9344830652027	0.295154185022026	34.347908132318	0.11552552692934	0.187793202058919	2.6765671641791	2.09794356903682	3.41032454938997	40	139	7.87702882852453e-06
SPNCRNA.679	1	43	6	100	1696	300	0.01	1.16372763373674	0.0253537735849057	2.95048869402594	0.00118892238367991	0.15619027355955	0.394418604651163	0.0201641236272113	2.64898703956996	2	99	1
SPNCRNA.680	12	310	71	100	1675	300	0.12	13.9647316048409	0.185074626865672	21.5376457587099	0.0207289485524694	0.0705764911827215	0.648387096774194	0.347209888253863	1.18215622731058	17	95	1
SPAC4G8.04	14	640	120	100	2585	300	0.14	16.2921868723144	0.247582205029014	28.8118253613739	0.0123726691121958	0.0379408272405052	0.56546875	0.319833496550263	0.980770384167061	22	92	1
SPAC4G8.05	474	1002	31	100	1927	300	4.74	551.606898391216	0.519979242345615	60.5114213287087	0.423442264080956	0.528445647526438	9.11574850299401	8.15973242884003	10.1831476278345	196	378	2.74621335746219e-101
SPNCRNA.159	19	117	110	100	496	300	0.19	22.1108250409981	0.235887096774194	27.4508332958062	0.0968946554552928	0.269172386236352	0.805470085470085	0.480597491058252	1.33509503573231	22	97	1
SPNCRNA.681	19	158	103	100	673	300	0.19	22.1108250409981	0.234769687964339	27.3207973447854	0.0724404301294149	0.197359634813908	0.809303797468354	0.487524094770962	1.3282303422976	22	97	1
SPAC4G8.08	37	211	143	100	1117	300	0.37	43.0579224482595	0.188898836168308	21.982679562977	0.121672012273749	0.25171282063766	1.95872037914692	1.35907637709777	2.81163220652266	21	116	1
SPAC4G8.09	21	679	149	100	2722	300	0.21	24.4382803084716	0.249448934606907	29.0290618408247	0.0195098080172875	0.0485228241199797	0.841855670103093	0.531056974230567	1.32079127254585	24	97	1
SPAC4G8.10	15	403	33	100	1859	300	0.15	17.4559145060512	0.216783216783217	25.2276619900972	0.0214058032545973	0.0636206231254435	0.691935483870968	0.397933882502964	1.182707383902	20	95	1
SPNCRNA.684	6	46	84	100	245	300	0.06	6.98236580242046	0.187755102040816	21.849580061996	0.0501876816941114	0.318033115763814	0.319565217391304	0.122959820150573	0.779181133621344	16	90	1
SPNCRNA.685	37	45	57	100	571	300	0.37	43.0579224482595	0.0788091068301226	9.17123354083248	0.520719184425484	1.29689733551102	4.69488888888889	2.97330654306952	7.40528378576795	10	127	1.03667090022994e-05
SPNCRNA.686	2	17	29	100	1423	300	0.02	2.32745526747349	0.0119465917076599	1.3902578899174	0.018791857082423	0.52761009643784	1.67411764705882	0.267408126282879	7.50789167231046	1	101	1
SPAC16C9.03	116	855	198	100	1610	300	1.16	134.992405513462	0.531055900621118	61.8004426611749	0.111202318225387	0.165405395513024	2.18432748538012	1.79035732342874	2.66302686775969	74	142	0.000227039646463093
SPAC16C9.05	87	522	137	100	1374	300	0.87	101.244304135097	0.379912663755459	44.2114865218763	0.131927155519339	0.210319855345738	2.29	1.81267911683571	2.88979481245044	51	136	0.000760045065620794
SPAC16C9.07	21	651	165	100	2860	300	0.21	24.4382803084716	0.227622377622378	26.4890450896021	0.0203428028332398	0.0506254725240382	0.92258064516129	0.581804161030657	1.44788851418749	22	99	1
SPAC2G11.02	105	1793	71	100	4070	300	1.05	122.191401542358	0.440540540540541	51.2669200808349	0.0478513741608715	0.0716032074475796	2.38343558282209	1.94755092834747	2.91425054311649	62	143	8.12424140843737e-06
SPAC2G11.04	5	101	52	100	1073	300	0.05	5.81863816868372	0.0941286113699907	10.9540066176525	0.0178060808869474	0.125998019472127	0.531188118811881	0.191059247916946	1.35195874893593	9	96	1
SPAC2G11.06	24	536	61	100	1550	300	0.24	27.9294632096818	0.345806451612903	40.2424523666384	0.0290640257052521	0.068404613114233	0.694029850746269	0.450492398431408	1.06027150327061	31	93	1
SPAC2G11.09	25	2099	351	100	2677	300	0.25	29.0931908434186	0.784086664176317	91.2463318346442	0.00785605153458493	0.0179124901245052	0.318842305859933	0.210306499580839	0.479517360633004	54	71	1
SPNCRNA.689	45	84	6	100	1558	300	0.45	52.3677435181535	0.0539152759948652	6.27426965557679	0.367026468300259	0.780427437026723	8.34642857142857	5.71827237611804	12.1590594688763	7	138	3.9133102620039e-16
SPNCRNA.690	26	232	2	100	2217	300	0.26	30.2569184771553	0.104645917907082	12.1779346426218	0.0730743525258233	0.170647657510432	2.48456896551724	1.6200583954975	3.78325856700627	11	115	1
SPAC2G11.12	24	1301	116	100	3958	300	0.24	27.9294632096818	0.328701364325417	38.2518860912457	0.0120409881523094	0.0280221595219726	0.730146041506533	0.476582311068405	1.10911707387968	30	94	1
SPAC2G11.13	26	663	229	100	1781	300	0.26	30.2569184771553	0.372262773722628	43.321247679251	0.0259434654141277	0.0588362430703427	0.69843137254902	0.462053119025614	1.0478734890828	34	92	1
SPAC2G11.14	110	1748	90	100	3125	300	1.1	128.010039711042	0.55936	65.0942689206985	0.0516447059093129	0.0766148586732399	1.96653318077803	1.61389705966603	2.39421433353875	75	135	0.00850701270409159
SPAC521.02	94	191	24	100	683	300	0.94	109.390397571254	0.279648609077599	32.5434814119646	0.381526202220979	0.634406703599243	3.3613612565445	2.60582396116929	4.33299778558283	42	152	2.42539906106386e-09
SPAC521.03	108	1034	363	100	1022	300	1.08	125.682584443568	1.01174168297456	117.739175468081	0.0852239773659363	0.127902866004037	1.06746615087041	0.870989048679869	1.30716729056126	104	104	1
SPNCRNA.693	0	17	366	100	872	264	0	0	0.0194954128440367	2.26873506577117	0.00541762860743838	0.297388981119444	0	0.0472417214568627	2.59323191536155	1	99	1
SPAC521.05	241	600	937	72	522	300	3.34722222222222	389.525499625771	1.14942528735632	133.761796981235	0.344910882633348	0.467673498074056	2.91208333333333	2.50060389909178	3.39063286103691	167	146	9.1822028787499e-11
SPAC23G3.01	90	3015	156	100	3563	300	0.9	104.735487036307	0.84619702497895	98.4742861553826	0.0240619454147568	0.0369894749495277	1.06358208955224	0.857327115127783	1.31793499245167	87	103	1
SPAC23G3.03	12	188	91	100	1780	300	0.12	13.9647316048409	0.10561797752809	12.2910559068825	0.033924305890478	0.117296179742193	1.13617021276596	0.603852644850509	2.08787199941103	10	102	1
SPAC23G3.04	37	442	129	100	1096	300	0.37	43.0579224482595	0.403284671532847	46.9313516525219	0.0589493623205731	0.118364610348051	0.917466063348416	0.646085011033482	1.29727612941464	39	98	1
SPAC23G3.06	112	2301	411	100	1833	300	1.12	130.337494978515	1.25531914893617	146.084958277591	0.0400725442305125	0.0590743578937343	0.892203389830508	0.734529735745294	1.08283298019215	118	94	1
SPAC23G3.09	22	965	59	100	1407	300	0.22	25.6020079422084	0.685856432125089	79.8150082840055	0.0145701137958812	0.0353276045536178	0.320766839378238	0.205001501108049	0.497059396069402	49	73	1
SPAC23G3.11	128	871	152	100	3061	300	1.28	148.957137118303	0.284547533485789	33.1135827829044	0.121520255173119	0.177607428178585	4.49836969001148	3.71973501084916	5.4365633765465	50	178	4.81732186191237e-23
SPAC22H12.02	3	902	125	100	2351	300	0.03	3.49118290121023	0.383666524883028	44.6483337146126	0.000857246173429691	0.0106237469775846	0.0781929046563193	0.020153857537332	0.249764291443014	28	75	1
SPAC22H12.03	51	126	32	100	965	300	0.51	59.3501093205739	0.130569948186529	15.1947856840238	0.288493097405091	0.566780832783326	3.90595238095238	2.78395838995913	5.4694350363591	17	134	2.85545524292363e-07
SPAC1687.01	5	147	132	100	635	300	0.05	5.81863816868372	0.231496062992126	26.9398365605199	0.0123227241182982	0.0858793106888921	0.215986394557823	0.0782492981511936	0.545333622874465	19	86	1
SPAC1687.02	18	501	8	100	2108	300	0.18	20.9470974072614	0.237666034155598	27.657853154749	0.0217611658638453	0.0585499750112425	0.757365269461078	0.458725376409859	1.23423347323699	22	96	1
SPAC1687.04	61	661	174	100	1619	300	0.61	70.9873856579413	0.408276714021001	47.5122894317472	0.0703434385492201	0.120826977545953	1.49408472012103	1.13886027011187	1.95618876646898	46	115	1
SPAC1687.05	85	979	36	100	2981	300	0.85	98.9168488676232	0.328413284132841	38.2183614031624	0.0691098073191424	0.108944167352588	2.58820224719101	2.06016335618363	3.24762562878065	45	140	5.55102163785577e-06
