ePRO_Lsk1as_Cdk9as_3MBPP1_combined_pr_counts	ePRO_Lsk1as_Cdk9as_3MBPP1_combinedgb_counts	ePRO_Lsk1as_Cdk9as_3MBPP1_combinedterm_counts	ePRO_Lsk1as_Cdk9as_3MBPP1_combinedpr_map	ePRO_Lsk1as_Cdk9as_3MBPP1_combinedgb_map	ePRO_Lsk1as_Cdk9as_3MBPP1_combinedterm_map	ePRO_Lsk1as_Cdk9as_3MBPP1_combinedpr_density	ePRO_Lsk1as_Cdk9as_3MBPP1_combinedpr_densityRPKM	ePRO_Lsk1as_Cdk9as_3MBPP1_combinedgb_density	ePRO_Lsk1as_Cdk9as_3MBPP1_combinedgb_densityRPKM	ePRO_Lsk1as_Cdk9as_3MBPP1_combinedpause_index_CI_low	ePRO_Lsk1as_Cdk9as_3MBPP1_combinedpause_index_CI_high	ePRO_Lsk1as_Cdk9as_3MBPP1_combinedpause_index_scaled	ePRO_Lsk1as_Cdk9as_3MBPP1_combinedpause_index_CI_low_scaled	ePRO_Lsk1as_Cdk9as_3MBPP1_combinedpause_index_CI_high_scaled	ePRO_Lsk1as_Cdk9as_3MBPP1_combined_ExpPR	ePRO_Lsk1as_Cdk9as_3MBPP1_combined_ExpGB	ePRO_Lsk1as_Cdk9as_3MBPP1_combinedFexact_Pval
SPAC227.06	73	445	163	100	873	300	0.73	101.472646102192	0.509736540664376	70.8552268440986	0.127048245394862	0.211507805686115	1.43211235955056	1.10913118229715	1.84646314363979	58	115	1
SPNCRNA.657	17	132	20	100	607	300	0.17	23.6306162155791	0.217462932454695	30.2281358703017	0.0750597751473259	0.218032293073191	0.781742424242424	0.455612835144268	1.32345601895427	20	97	1
SPAC227.09	27	241	14	100	2018	300	0.27	37.5309786953314	0.119425173439049	16.6005320001007	0.0736694835383662	0.169227936714834	2.26082987551867	1.48665017780423	3.41501976290535	13	114	1
SPAC227.10	68	482	66	100	920	300	0.68	94.5224648623162	0.523913043478261	72.825812122181	0.108514680325697	0.183113925571659	1.29792531120332	0.998335058996408	1.68464811525926	57	111	1
SPAC227.12	7	226	11	100	1511	300	0.07	9.73025373582667	0.14956982131039	20.7907473224622	0.0134047594572998	0.0678069128238705	0.468008849557522	0.2025459153998	1.02456245276868	13	94	1
SPNCRNA.658	1	11	1	100	737	300	0.01	1.39003624797524	0.0149253731343284	2.07468096712722	0.00438460787950623	0.673532041142035	0.67	0.032314560071961	4.96393114321679	1	100	1
SPAC227.14	1	218	33	100	2392	300	0.01	1.39003624797524	0.0911371237458194	12.6683905542894	0.000238459769086667	0.029990893565503	0.109724770642202	0.00570395767655307	0.717382174086832	8	93	1
SPAC227.15	99	1454	151	100	3140	300	0.99	137.613588549549	0.463057324840764	64.3666466419107	0.0552399432403233	0.0838423281263207	2.13796423658872	1.73453421774615	2.63264910316647	62	137	0.0010762529687992
SPNCRNA.659	306	7802	6	100	1709	300	3.06	425.351091880423	4.56524283206554	634.585301738023	0.0349269308948538	0.0440343540489385	0.670281978979749	0.596901248993051	0.752547110696359	333	73	1
SPSNORNA.05	565	394	3093	100	32	300	5.65	785.37048010601	12.3125	1711.48213031951	1.25833784931146	1.6342894052722	0.458883248730964	0.402668111779666	0.522972609687103	615	50	1
SPAC227.18	15	2059	220	100	1503	300	0.15	20.8505437196286	1.36992681304059	190.424792719961	0.00422382435216121	0.0123481515881886	0.109494900437105	0.063484080012983	0.185592718370475	66	49	1
SPAC2F7.04	3	397	26	100	1900	300	0.03	4.17010874392572	0.208947368421053	29.04444160243	0.00194273150253662	0.0242098950580811	0.143576826196474	0.0369118985481957	0.45998800610354	17	86	1
SPNCRNA.552	19	392	29	100	1515	300	0.19	26.4106887115295	0.258745874587459	35.9666144690623	0.0296901742393138	0.0781881168287183	0.734311224489796	0.449806139725605	1.18454996995508	24	95	1
SPNCRNA.660	19	466	26	100	2062	300	0.19	26.4106887115295	0.225994180407371	31.4140102597702	0.0250210876467234	0.0656485474857354	0.840729613733906	0.515934827275437	1.35367304915586	21	98	1
SPNCRNA.661	7	184	6	100	910	300	0.07	9.73025373582667	0.202197802197802	28.1062274315872	0.0164184013420691	0.0835364363682975	0.346195652173913	0.149407452212829	0.760181570951507	17	90	1
SPAC2F7.10	2	569	43	100	2628	300	0.02	2.78007249595048	0.216514459665145	30.0962947145324	0.000607285493855947	0.0142222491185534	0.0923725834797891	0.0159594627785343	0.373760706835584	18	84	1
SPNCRNA.154	22	403	404	100	624	300	0.22	30.5807974554552	0.645833333333333	89.7731743484008	0.0346449283152164	0.0852031006399276	0.340645161290323	0.21618435268695	0.531667347993148	47	75	1
SPAC2F7.11	22	3270	147	100	3566	300	0.22	30.5807974554552	0.916993830622546	127.465466373501	0.00431519079487665	0.0103872642627589	0.239914373088685	0.153879703745301	0.370409843609982	58	64	1
SPAC2F7.15	4	328	50	100	962	300	0.04	5.56014499190095	0.340956340956341	47.3941672906318	0.00388149073005326	0.0337831399604683	0.117317073170732	0.0373399408231124	0.324993806419705	26	78	1
SPAC2F7.17	0	167	8	100	2126	300	0	0	0.0785512699905927	10.9189112611413	0.000544978651346041	0.0288343627363277	0	0.0115862461276168	0.613018551774328	7	93	1
SPNCRNA.155	1	12	5	100	751	300	0.01	1.39003624797524	0.0159786950732357	2.2210965347141	0.0040448521341888	0.610617545978525	0.625833333333333	0.0303768395277579	4.58573777029872	1	100	1
SPAC13A11.03	13	694	89	100	1299	300	0.13	18.0704712236781	0.534257120862202	74.2636763737348	0.0103605920959102	0.033148217145875	0.243328530259366	0.134584091325873	0.430595340724917	39	74	1
SPAC13A11.05	62	1090	99	100	1914	300	0.62	86.1822473744648	0.569487983281087	79.1608939547027	0.0436509780425073	0.073972412367367	1.08869724770642	0.835479719733589	1.4158319727114	58	104	1
SPAC13A11.06	20	47	16	100	2110	300	0.2	27.8007249595048	0.0222748815165877	3.09628927274105	0.243770080144682	0.7370593359764	8.97872340425532	5.1435486910528	15.551951989102	2	118	2.7546306812993e-07
SPAC3H8.02	114	1685	143	100	1885	300	1.14	158.464132269177	0.893899204244032	124.255229593543	0.0556989253110668	0.0821144163772601	1.2753115727003	1.04992474211361	1.54785674871135	101	113	1
SPAC3H8.03	36	539	46	100	1248	300	0.36	50.0413049271086	0.431891025641026	60.0344180816229	0.0469297992409658	0.0946285990484476	0.833543599257885	0.585683894527254	1.18096491612463	41	95	1
SPAC3H8.04	16	815	218	100	1486	300	0.16	22.2405799676038	0.548452220726783	76.2368467092745	0.0115582216185013	0.0328257975273212	0.291730061349693	0.171755173250929	0.487791351255993	41	75	1
SPNCRNA.156	1	0	43	100	367	300	0.01	1.39003624797524	0	0	0.0577765545925511	8.27870929775896	NA	0.212039955354663	30.3828631227754	0	101	1
SPAC3H8.06	21	1265	175	100	2157	300	0.21	29.19076120748	0.586462679647659	81.5204382794936	0.0105062685403845	0.0259582120348648	0.358079051383399	0.226620212416093	0.559918633592034	44	77	1
SPNCRNA.666	6	152	43	100	1793	300	0.06	8.34021748785143	0.0847741215839375	11.7839101891933	0.0157750811303849	0.0923117453101453	0.707763157894737	0.282847204667802	1.65514959341091	8	98	1
SPAC3H8.10	147	1708	183	100	1535	300	1.47	204.33532845236	1.11270358306189	154.669831370795	0.0724486906128224	0.102187263289206	1.32110655737705	1.11208740090682	1.56857449148931	130	117	1
SPAC1F3.01	69	584	31	100	2291	300	0.69	95.9125011102915	0.254910519423832	35.4334861989323	0.0913024363713391	0.152644271249816	2.70683219178082	2.09173881726738	3.4970802543333	34	135	2.280435676086e-05
SPAC1F3.03	54	1305	17	100	4680	300	0.54	75.0619573906629	0.278846153846154	38.7606261454634	0.0312039196614902	0.0547369367244876	1.93655172413793	1.46034344015774	2.56168863870602	33	121	0.922624734537164
SPAC1F3.05	10	887	78	100	2085	300	0.1	13.9003624797524	0.425419664268585	59.134875393479	0.00570739251027524	0.0215691670474718	0.235062006764374	0.118999133839239	0.449717132939788	32	78	1
SPNCRNA.668	9	43	13	100	454	300	0.09	12.5103262317771	0.0947136563876652	13.1655415557126	0.095169569218974	0.445492685559469	0.950232558139535	0.432069844254142	2.02253679243999	9	100	1
SPAC1F3.09	0	840	105	100	3107	300	0	0	0.270357257804957	37.5806388252076	0.00010823136712157	0.00570764957640465	0	0.00336274857646717	0.177336672338892	21	79	1
SPAC1D4.01	20	353	9	100	1689	300	0.2	27.8007249595048	0.208999407933689	29.0516752833191	0.0351007849185943	0.0904523727594232	0.956940509915014	0.592852257275057	1.52774057590666	20	100	1
SPAC1D4.04	46	1415	160	100	1676	300	0.46	63.941667406861	0.844272076372315	117.356878931084	0.0239529989723653	0.043980955470295	0.544848056537103	0.401452262776842	0.737120813682144	66	80	1
SPAC1D4.08	76	1231	140	100	1557	300	0.76	105.642754846118	0.790622992935132	109.89946186625	0.0486203083544867	0.0782812439346069	0.961267262388302	0.757018201079357	1.21883896806183	77	99	1
SPAC1D4.10	0	372	17	100	2960	300	0	0	0.125675675675676	17.4693744677969	0.000244474802357508	0.0129057490869162	0	0.00723645414978223	0.38201017297272	11	89	1
SPNCRNA.671	8	380	13	100	3579	300	0.08	11.1202899838019	0.106174909192512	14.7586972403071	0.00971183108282116	0.0436527350617217	0.753473684210526	0.347586434454169	1.56233138785902	10	98	1
SPAC1D4.12	16	835	31	100	3093	300	0.16	22.2405799676038	0.269964435822826	37.5260351457913	0.011282771395456	0.0320354698405272	0.592670658682635	0.348976119261453	0.990857082167505	24	92	1
SPAC1D4.13	13	228	7	100	1672	300	0.13	18.0704712236781	0.136363636363636	18.9550397451169	0.0311884039534293	0.102069760748322	0.953333333333333	0.521470114101338	1.70660639971194	13	100	1
SPAC1D4.14	19	1223	42	100	5032	300	0.19	26.4106887115295	0.243044515103339	33.7840685865206	0.00959152757987483	0.0248594436079101	0.781749795584628	0.482645667819302	1.25092720235004	23	96	1
SPNCRNA.158	6	25	25	100	689	300	0.06	8.34021748785143	0.0362844702467344	5.04367288815398	0.0884284041294287	0.614451905742255	1.6536	0.609271704451764	4.23357363056414	3	103	1
SPAC22F3.12c	0	871	36	100	2622	300	0	0	0.332189168573608	46.1754985502072	0.000104378291847093	0.00550429574356604	0	0.00273679881223077	0.144322634396302	24	76	1
SPAC22F3.11c	7	63	67	100	691	300	0.07	9.73025373582667	0.0911722141823444	12.6732682521621	0.0466099284301959	0.251606780051835	0.767777777777778	0.322074605452654	1.73860285015818	8	99	1
SPAC22F3.10c	29	1180	175	100	2307	300	0.29	40.3110511912819	0.511486779367143	71.0985163680443	0.0166853367117055	0.0359684117770149	0.566974576271187	0.384930717939047	0.829791259695734	43	86	1
SPAC22F3.09c	51	680	23	100	2443	300	0.51	70.8918486467372	0.278346295538273	38.6911440287827	0.0558131443969754	0.100515936231593	1.83225	1.36351511761811	2.45560432213781	32	119	1
SPAC22F3.08c	7	547	62	100	1570	300	0.07	9.73025373582667	0.348407643312102	48.4299253275449	0.00557872932177682	0.0277976816217893	0.20091407678245	0.0875860503518961	0.436423601462091	27	80	1
SPAC22F3.07c	20	114	136	100	407	300	0.2	27.8007249595048	0.28009828009828	38.9346762332131	0.105840981708241	0.287867672608993	0.714035087719298	0.430772795552542	1.1716214275186	26	94	1
SPAC22F3.15	119	137	46	100	431	300	1.19	165.414313509053	0.317865429234339	44.1844468613939	0.674508930655856	1.11841956575564	3.74372262773723	2.90713349112674	4.82038832840681	52	167	1.10386275347712e-11
SPAC22F3.06c	39	2028	74	100	3193	300	0.39	54.2114136710343	0.635139367366113	88.2866743154959	0.0138161321806807	0.0266579261395905	0.614038461538462	0.441149100529134	0.851187581637126	53	86	1
SPAC22F3.05c	27	545	4	100	5543	264	0.27	37.5309786953314	0.0983222081905106	13.6671433365778	0.0329750035684798	0.073909495075266	2.74607339449541	1.82780444780084	4.09680331202199	11	116	0.164508448120416
SPAC22F3.03c	5	323	2	100	4143	300	0.05	6.95018123987619	0.0779628288679701	10.8371158121169	0.00565729376251599	0.0387095792639362	0.641331269349845	0.234381680581037	1.60373786890487	7	98	1
SPAC1296.02	12	658	131	100	937	300	0.12	16.6804349757029	0.702241195304162	97.6140716294244	0.00982673151938435	0.0330357209303598	0.170881458966565	0.0920764743366314	0.309544705117471	46	66	1
SPAC1296.04	0	257	42	100	1425	300	0	0	0.180350877192982	25.0694256652376	0.000353964841641281	0.0187010888263959	0	0.00504399899338826	0.266490515776142	15	85	1
SPAC1296.06	24	604	50	100	1968	300	0.24	33.3608699514057	0.306910569105691	42.661681594362	0.0258192942848336	0.0606376290332475	0.781986754966887	0.508123711525525	1.19334853937431	29	95	1
SPAPJ696.02	52	2005	302	100	1504	300	0.52	72.2818848947124	1.33311170212766	185.307358855742	0.0194912147280249	0.0344183053878047	0.390064837905237	0.293147869509494	0.517651313032582	86	66	1
SPAC22G7.02	92	1500	43	100	3254	300	0.92	127.883334813722	0.460971112476951	64.0766555612433	0.0493964008677394	0.0760713642285842	1.99578666666667	1.60735888423624	2.47536219199813	60	132	0.0178296361794076
SPAC22G7.03	17	69	41	100	632	300	0.17	23.6306162155791	0.109177215189873	15.1760286566917	0.139671429741074	0.429336932316932	1.55710144927536	0.882723435963587	2.71340941224301	11	106	1
SPAC22G7.04	17	1022	74	100	3582	300	0.17	23.6306162155791	0.285315466219989	39.6598840153739	0.00996813589206884	0.0273620501953097	0.595831702544031	0.357058627653906	0.980108637995993	25	92	1
SPAC22G7.05	32	609	38	100	1801	300	0.32	44.4811599352076	0.338145474736258	47.0034466972193	0.0361929840741511	0.0758725671953396	0.946338259441708	0.651835643175461	1.36646493518807	33	99	1
SPAC22G7.08	14	627	101	100	2163	300	0.14	19.4605074716533	0.289875173370319	40.293699837285	0.0126275901358844	0.0387325942441638	0.482966507177033	0.273134774639179	0.837786013501263	25	89	1
SPAC22G7.10	48	765	84	100	1816	300	0.48	66.7217399028114	0.42125550660793	58.5560423844195	0.046336169677759	0.0847166620708606	1.13945098039216	0.841464841348103	1.53845458320683	43	105	1
SPNCRNA.679	0	36	3	100	1696	300	0	0	0.0212264150943396	2.95054863957008	0.00254044356681343	0.136449384104687	0	0.0430859228931557	2.3141815544155	2	98	1
SPNCRNA.680	0	66	96	100	1675	300	0	0	0.0394029850746269	5.47715775321587	0.00138178273757893	0.0735710521596386	0	0.0231448608544471	1.23231512367395	3	97	1
SPAC4G8.04	19	586	72	100	2585	300	0.19	26.4106887115295	0.226692456479691	31.5110731649319	0.0199369347119697	0.0520985402085769	0.838139931740614	0.515369762304417	1.34674726439171	21	98	1
SPAC4G8.05	313	1087	42	100	1927	300	3.13	435.08134561625	0.564089257913856	78.4104515593713	0.253409853974686	0.327147108628915	5.54876724931003	4.88320788609221	6.30412478327919	148	265	1.24669408422929e-49
SPNCRNA.159	7	74	64	100	496	300	0.07	9.73025373582667	0.149193548387097	20.7384440222112	0.039933102935157	0.212734288000735	0.469189189189189	0.198068190558379	1.05516206848365	13	94	1
SPNCRNA.681	7	104	52	100	673	300	0.07	9.73025373582667	0.154531946508172	21.480500711653	0.0287157312677024	0.14964227723694	0.452980769230769	0.193256871431637	1.0070925258046	14	93	1
SPAC4G8.08	22	182	122	100	1117	300	0.22	30.5807974554552	0.162936436884512	22.6487553385401	0.0756255103518229	0.191453674100044	1.35021978021978	0.844736950629862	2.1385375396975	17	105	1
SPAC4G8.09	12	586	103	100	2722	300	0.12	16.6804349757029	0.215282880235121	29.9251007095331	0.0110265819421144	0.0371211105332861	0.55740614334471	0.300143560464353	1.01043662871605	19	93	1
SPAC4G8.10	8	344	16	100	1859	300	0.08	11.1202899838019	0.185045723507262	25.7220263207898	0.0107193535197459	0.0482633168172477	0.432325581395349	0.199272781932076	0.897215059632635	16	92	1
SPNCRNA.684	6	30	20	100	245	300	0.06	8.34021748785143	0.122448979591837	17.0208520160233	0.0748451473982823	0.503086370931363	0.49	0.183370611125792	1.23256160878184	11	95	1
SPNCRNA.685	11	24	24	100	571	300	0.11	15.2903987277276	0.042031523642732	5.84253414210258	0.211113901560533	0.97709535948659	2.61708333333333	1.20546037791064	5.57921450266843	4	107	1
SPNCRNA.686	1	24	26	100	1423	300	0.01	1.39003624797524	0.016865776528461	2.34440407248108	0.00209593717773238	0.287382877405496	0.592916666666667	0.0298251860391318	4.08945834548021	1	100	1
SPAC16C9.03	72	1375	211	100	1610	300	0.72	100.082609854217	0.854037267080745	118.714275836395	0.0410051738039079	0.0667617201100978	0.843054545454546	0.660183298242917	1.07486369377257	79	93	1
SPAC16C9.05	21	494	137	100	1374	300	0.21	29.19076120748	0.359534206695779	49.9765579694154	0.0267459553860959	0.0668736716540249	0.584089068825911	0.367489427004958	0.918844248526302	31	90	1
SPAC16C9.07	11	727	86	100	2860	300	0.11	15.2903987277276	0.254195804195804	35.3341381915384	0.00791972927856877	0.0281189987932301	0.43273727647868	0.226504257367067	0.804203365486382	22	89	1
SPAC2G11.02	37	1523	26	100	4070	300	0.37	51.4313411750838	0.374201474201474	52.015361318582	0.0172787893374025	0.0340069607094303	0.988772160210112	0.703246726032281	1.38408330087381	37	100	1
SPAC2G11.04	4	134	29	100	1073	300	0.04	5.56014499190095	0.124883504193849	17.3592597603618	0.00941344856261679	0.0835635701451322	0.320298507462687	0.101006303076878	0.896637107657269	11	93	1
SPAC2G11.06	8	499	54	100	1550	300	0.08	11.1202899838019	0.321935483870968	44.7501992090093	0.00740970366685475	0.0331761632875508	0.248496993987976	0.114850406836249	0.514230530957038	26	82	1
SPAC2G11.09	24	2558	171	100	2677	300	0.24	33.3608699514057	0.955547254389242	132.824532025426	0.00613590913394915	0.0142239763361473	0.251164972634871	0.164258287515819	0.380775846518664	60	64	1
SPNCRNA.689	26	52	8	100	1558	300	0.26	36.1409424473562	0.0333761232349166	4.63940211134226	0.30394078237913	0.818684049354976	7.79	4.73539738946685	12.7550974889505	4	122	1.96712144319999e-08
SPNCRNA.690	9	59	3	100	2217	300	0.09	12.5103262317771	0.0266125394677492	3.69923945108431	0.0706542358311219	0.318252389293506	3.38186440677966	1.56640440837597	7.05565547063702	2	107	1
SPAC2G11.12	10	1230	42	100	3958	300	0.1	13.9003624797524	0.310763011622031	43.1971850684574	0.004120170283119	0.015537117342395	0.321788617886179	0.16307633980585	0.614959104411996	26	84	1
SPAC2G11.13	22	658	198	100	1781	300	0.22	30.5807974554552	0.369455362156092	51.3556345405787	0.021317693134559	0.0519354303852236	0.595471124620061	0.379668114726495	0.924970015160833	32	90	1
SPAC2G11.14	40	1629	55	100	3125	300	0.4	55.6014499190095	0.52128	72.4598095344532	0.0177026272117761	0.0339258796911282	0.767341927562922	0.553207100368002	1.06018374034776	47	93	1
SPAC521.02	44	310	29	100	683	300	0.44	61.1615949109105	0.453879941434846	63.0909570823315	0.102140108263481	0.196611918210097	0.96941935483871	0.697616939439577	1.34285940137496	44	100	1
SPAC521.03	34	1042	196	100	1022	300	0.34	47.2612324311581	1.01956947162427	141.723852288669	0.0228184661610548	0.0464260389470781	0.333474088291747	0.23320472416598	0.474474118039138	67	67	1
SPNCRNA.693	0	24	163	100	872	264	0	0	0.0275229357798165	3.82578783846396	0.0038226010111885	0.207313917589234	0	0.0333330808175638	1.80777736137812	2	98	1
SPAC521.05	40	528	668	72	522	300	0.555555555555556	77.2242359986244	1.01149425287356	140.601367611289	0.0541689654700535	0.105545977762284	0.549242424242424	0.392724999657888	0.76520833877656	56	56	1
SPAC23G3.01	74	2981	62	100	3563	300	0.74	102.862682350168	0.836654504630929	116.298008846876	0.0195691935519845	0.0314406156995031	0.884475008386448	0.697250366257209	1.1202291373733	79	95	1
SPAC23G3.03	7	160	56	100	1780	300	0.07	9.73025373582667	0.0898876404494382	12.4947078469684	0.0188385901635203	0.0963007947726065	0.77875	0.335326904910661	1.7141541469524	8	99	1
SPAC23G3.04	11	509	165	100	1096	300	0.11	15.2903987277276	0.464416058394161	64.5555155309668	0.0112883390936206	0.0402489331740044	0.236856581532417	0.123720196466081	0.441128307587088	35	76	1
SPAC23G3.06	40	2821	321	100	1833	300	0.4	55.6014499190095	1.53900709219858	213.9275644047	0.01023978029365	0.0195571215688598	0.259907834101382	0.187695172782604	0.3584820383572	84	56	1
SPAC23G3.09	10	1098	82	100	1407	300	0.1	13.9003624797524	0.780383795309168	108.476176281223	0.00461397443950877	0.0174109694051399	0.128142076502732	0.0649186203638884	0.244972339530318	48	62	1
SPAC23G3.11	85	1412	183	100	3061	300	0.85	118.153081077895	0.461287161058478	64.1205874596876	0.0480541106381108	0.0753183003754523	1.84266997167139	1.47093632663257	2.30549317449259	58	127	0.289202037310815
SPAC22H12.02	1	809	76	100	2351	300	0.01	1.39003624797524	0.344108889834113	47.8323830119935	6.44521462349871e-05	0.00804275662020536	0.0290605686032138	0.00151526995798455	0.189085208141028	25	76	1
SPAC22H12.03	36	83	7	100	965	300	0.36	50.0413049271086	0.0860103626943005	11.9557521846575	0.287786524642028	0.651626858719966	4.1855421686747	2.77713996279557	6.28819918664767	10	126	1.91904607527484e-05
SPAC1687.01	6	180	105	100	635	300	0.06	8.34021748785143	0.283464566929134	39.4026023048099	0.0133562200712335	0.0777293312257662	0.211666666666667	0.0848119974523325	0.493581253283615	23	83	1
SPAC1687.02	18	298	23	100	2108	300	0.18	25.0206524635543	0.141366223908918	19.650417547278	0.036367537629954	0.0990412592072036	1.27328859060403	0.76662769323943	2.08778974408785	14	104	1
SPAC1687.04	70	472	188	100	1619	300	0.7	97.3025373582667	0.291537986411365	40.524836877351	0.114423392471178	0.191918790027554	2.4010593220339	1.85251472410837	3.10716521054609	38	132	0.00115883471572771
SPAC1687.05	32	1370	27	100	2981	300	0.32	44.4811599352076	0.459577323045958	63.8829137781307	0.016174197548684	0.0335460769608403	0.69629197080292	0.48215282892627	1.00000855420265	41	91	1
SPAC1687.08	59	19	69	100	90	300	0.59	82.0121386305391	0.211111111111111	29.3452096794773	1.80679467681767	5.38813072133002	2.79473684210526	1.6261152091359	4.84931764919702	27	132	1
SPAC1687.09	92	2732	69	100	4612	300	0.92	127.883334813722	0.592367736339983	82.3412625643615	0.0271994439218181	0.0416456944815716	1.55308931185944	1.25443835367425	1.92069942949008	71	121	1
SPAC1687.10	31	226	99	100	2041	300	0.31	43.0911236872324	0.110730034296913	15.3918761412251	0.0924731939181056	0.202371582336445	2.7996017699115	1.88737788786853	4.13040399548685	13	118	0.0606348738877191
SPAC1687.11	82	1948	235	100	2664	300	0.82	113.98297233397	0.731231231231231	101.643791706297	0.0335284875361279	0.0527791773780494	1.12139630390144	0.893198907962447	1.40603728535124	76	106	1
